OBJECTID,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAMELSAD,STUSPS,STATE_NAME,Population,FEMA Community Resilience Challenges Index (CRCI) - Std. Dev: Composite of 22 CRCI Indicators,FEMA Community Resilience Challenges Index (CRCI) - Percentile: Composite of 22 CRCI Indicators,Percentage of population over 25 without high school diploma or GED,Percentage of the population age 65 and older,Percentage of the population with a disability,Percentage of households without a vehicle,Percentage of households in which no one over 14 speaks English "very well",Percentage of single-parent households,Percentage of households without a smartphone,Percentage of all housing units that are mobile homes,Percentage of all housing units that are owner-occupied,Percentage of the population without health insurance coverage,"Number of medical practitioners per 1,000 people","Number of hospitals per 10,000 people",Percentage of the population below the U.S. Census poverty level in past 12 months,The income amount where half the households in the area earn more and half earn less,Percentage of the civilian labor force age 16 and over who are unemployed,Percentage of women in the civilian labor force age 16 and over who are unemployed,Percentage of workforce employed in predominant sector,Gini Index of income inequality (income distribution across a population),"Number of social/civic organizations per 10,000 people",Percentage of the population that do not affiliate with a religion,Percentage of inactive voters (defined differently by state),Size of change: Net gain or loss of individuals (U.S. and intl)
8,06,037,00277283,06037,Los Angeles County,CA,California,9848406,-0.341691,79.050279,19.336849,14.708685,10.884223,8.730408,12.127764,25.672761,7.405109,1.580206,43.106258,8.691439,17.605793,0.105601,13.643018,87760.000000,7.028119,7.064160,21.728066,0.497200,0.514804,48.950036,24.194356,1.116316
