STATE,COUNTY,ZIP,Parking Lots,Parking Source
MA,Suffolk,02122,"42.293292,-71.057171; 42.296123,-71.052582; 42.296009,-71.052766; 42.295759,-71.053822; 42.297564,-71.049541; 42.282266,-71.038152; 42.291497,-71.043144; 42.291544,-71.042926; 42.283900,-71.043022; 42.284226,-71.041958; 42.292334,-71.048539; 42.283213,-71.064960; 42.283618,-71.064963; 42.283345,-71.065036; 42.284234,-71.064645; 42.284146,-71.064816; 42.284466,-71.064725; 42.285148,-71.064535; 42.284426,-71.064287; 42.280570,-71.045391; 42.279839,-71.045940; 42.292131,-71.039825; 42.295037,-71.049903; 42.284100,-71.045043; 42.281548,-71.047167; 42.287304,-71.044049; 42.287056,-71.043775; 42.288002,-71.044340; 42.289106,-71.045252; 42.294197,-71.049979; 42.285946,-71.062884; 42.295409,-71.048556; 42.297337,-71.050516; 42.296192,-71.048797; 42.298689,-71.061849; 42.298747,-71.046652",osm
MA,Suffolk,02124,"42.270184,-71.066994; 42.269441,-71.066681; 42.276777,-71.065151; 42.272195,-71.063481; 42.283213,-71.064960; 42.283618,-71.064963; 42.283345,-71.065036; 42.284234,-71.064645; 42.284146,-71.064816; 42.284466,-71.064725; 42.285148,-71.064535; 42.284426,-71.064287; 42.277893,-71.054323; 42.278869,-71.052167; 42.285946,-71.062884; 42.288479,-71.077464; 42.285220,-71.071781; 42.284695,-71.070169; 42.284161,-71.070125; 42.285171,-71.075385; 42.269737,-71.073989",osm
MA,Suffolk,02125,"42.314562,-71.063108; 42.325268,-71.062804; 42.320306,-71.068866; 42.306649,-71.081319; 42.306230,-71.074584; 42.318144,-71.065223; 42.320983,-71.064703; 42.324701,-71.064545; 42.322587,-71.062562; 42.322991,-71.063203; 42.323162,-71.061678; 42.323331,-71.062175; 42.321649,-71.082586; 42.317951,-71.080461; 42.318630,-71.081586; 42.318496,-71.080796; 42.318981,-71.080944; 42.325054,-71.068319; 42.325007,-71.068872; 42.324651,-71.063017; 42.325331,-71.057267; 42.306038,-71.080383; 42.304784,-71.075060; 42.305918,-71.075374; 42.321077,-71.065178",osm
MA,Suffolk,02126,"42.269745,-71.094635; 42.270361,-71.094049; 42.268811,-71.092689; 42.262323,-71.079127; 42.261599,-71.089910; 42.259564,-71.085428; 42.277728,-71.092870; 42.276565,-71.103057; 42.276124,-71.102519; 42.276565,-71.103748; 42.274799,-71.095397; 42.275874,-71.097453; 42.270212,-71.087070; 42.265800,-71.084938; 42.279932,-71.084983; 42.277913,-71.087078; 42.276377,-71.093185; 42.275634,-71.094088; 42.273149,-71.092711; 42.271854,-71.092793; 42.261042,-71.094022",osm
MA,Suffolk,02127,"42.321499,-71.046136; 42.324381,-71.051543; 42.338658,-71.036264; 42.327306,-71.047925; 42.325213,-71.048593; 42.329446,-71.051047; 42.333403,-71.039634; 42.334260,-71.040893; 42.334018,-71.040323; 42.343393,-71.048866; 42.341737,-71.042209; 42.342993,-71.042623; 42.343775,-71.040957; 42.339545,-71.044415; 42.340425,-71.043835; 42.338812,-71.041831; 42.334936,-71.038196; 42.333439,-71.040994; 42.343509,-71.052184; 42.342210,-71.046097; 42.338098,-71.045786; 42.338893,-71.050268; 42.339118,-71.049757; 42.339153,-71.050728; 42.341621,-71.058317; 42.332725,-71.054233; 42.332510,-71.057690; 42.333160,-71.056792; 42.333001,-71.056510; 42.340546,-71.050291; 42.341394,-71.051602; 42.331190,-71.053321; 42.326771,-71.059559; 42.325331,-71.057267; 42.336639,-71.055030; 42.338851,-71.053327; 42.338484,-71.051791; 42.333678,-71.047714; 42.334608,-71.052177; 42.334866,-71.050319; 42.335079,-71.050883; 42.335232,-71.051157; 42.336450,-71.046514; 42.336398,-71.045470; 42.335313,-71.046664; 42.330812,-71.045974; 42.331015,-71.046493; 42.336680,-71.048305; 42.336116,-71.047873; 42.336352,-71.049986; 42.335461,-71.050593; 42.330697,-71.046727; 42.334795,-71.043959; 42.330868,-71.046990; 42.331810,-71.043454; 42.331055,-71.040951; 42.334207,-71.043112; 42.334483,-71.042775; 42.333193,-71.040949; 42.332623,-71.039392; 42.339078,-71.046496; 42.339229,-71.045363",osm
MA,Suffolk,02128,"42.385356,-71.008734; 42.384559,-71.010661; 42.382164,-71.012184; 42.381043,-71.011941; 42.383331,-71.011821; 42.382808,-71.011657; 42.384503,-70.999626; 42.391691,-70.993858; 42.394465,-70.993112; 42.398794,-70.993018; 42.386343,-71.001536; 42.391134,-70.996337; 42.390056,-70.997423; 42.399238,-71.000756; 42.397800,-71.000368; 42.383155,-71.017974; 42.381053,-71.019887; 42.383406,-71.017802; 42.383630,-71.014651; 42.383845,-71.016351; 42.383575,-71.020141; 42.386172,-71.012867; 42.386874,-71.012561; 42.387468,-71.012239; 42.387138,-71.012827; 42.386173,-71.011460; 42.394092,-71.003789; 42.391000,-71.014915; 42.390137,-71.012878; 42.387243,-71.016412; 42.386349,-71.016574; 42.387404,-71.005279; 42.387803,-71.005803; 42.388168,-71.004554; 42.388129,-71.004051; 42.387783,-71.004350; 42.387816,-71.004576; 42.388543,-71.005583; 42.387310,-71.006172; 42.386421,-71.014505; 42.386750,-71.014874; 42.387043,-71.013998; 42.386561,-71.011871; 42.386959,-71.011013; 42.388063,-71.011631; 42.392771,-71.001842; 42.394803,-71.001524; 42.397501,-71.001258; 42.401354,-70.991216; 42.399822,-70.990528; 42.400283,-70.995095; 42.393740,-70.993604; 42.395553,-70.992050; 42.401522,-71.012746; 42.399343,-70.995962",osm
MA,Suffolk,02129,"42.376869,-71.050314; 42.376214,-71.051947; 42.383561,-71.057443; 42.372911,-71.058849; 42.367132,-71.057326; 42.378869,-71.062948; 42.368037,-71.065358; 42.374390,-71.066132; 42.376300,-71.068537; 42.374531,-71.070123; 42.377019,-71.070285; 42.376300,-71.070883; 42.373432,-71.068054; 42.374827,-71.071483; 42.369653,-71.070324; 42.388208,-71.050639; 42.378442,-71.048503; 42.384913,-71.069822; 42.381105,-71.050126; 42.382463,-71.048268; 42.382256,-71.051060; 42.381494,-71.052993; 42.378804,-71.053906; 42.379772,-71.057699; 42.377016,-71.058155; 42.378238,-71.057796; 42.377766,-71.056499; 42.379447,-71.059550; 42.382415,-71.059805; 42.376991,-71.055421; 42.378734,-71.057654; 42.377210,-71.058967; 42.378867,-71.054391; 42.378934,-71.058458; 42.378079,-71.055221; 42.380213,-71.057395; 42.376899,-71.058609; 42.378490,-71.058692; 42.379495,-71.055377; 42.375736,-71.057755; 42.372483,-71.066336; 42.370862,-71.044286; 42.378394,-71.051324; 42.371610,-71.057782; 42.381463,-71.055855; 42.367708,-71.056967; 42.367620,-71.058108; 42.376646,-71.050897; 42.375634,-71.049524; 42.375629,-71.052553; 42.375282,-71.071610; 42.380577,-71.047759; 42.380480,-71.050729; 42.380163,-71.048867; 42.381117,-71.053583",osm
MA,Suffolk,02130,"42.303109,-71.113432; 42.310374,-71.115723; 42.318318,-71.112318; 42.313675,-71.127690; 42.313602,-71.127969; 42.302491,-71.129020; 42.322690,-71.108817; 42.317182,-71.103264; 42.317515,-71.102438; 42.311304,-71.115180; 42.311210,-71.113526; 42.309390,-71.114717; 42.308915,-71.110506; 42.321991,-71.111148; 42.322798,-71.110218; 42.307488,-71.108672; 42.306821,-71.120802; 42.307173,-71.120311; 42.306724,-71.129084; 42.306947,-71.129546; 42.303562,-71.127681; 42.303256,-71.128252; 42.302201,-71.126338; 42.302715,-71.128593; 42.314543,-71.128061; 42.314351,-71.127632; 42.309080,-71.114950; 42.306551,-71.114908; 42.305477,-71.115265; 42.305317,-71.115301; 42.323231,-71.119075; 42.314264,-71.104100; 42.314991,-71.103258; 42.317276,-71.102828; 42.310871,-71.106330; 42.309658,-71.106147; 42.308213,-71.103649; 42.310394,-71.104383; 42.310044,-71.104444; 42.310093,-71.103561; 42.317318,-71.115623; 42.317055,-71.114894; 42.315671,-71.113081; 42.316071,-71.112856; 42.318086,-71.112357; 42.320275,-71.116269; 42.321954,-71.115937; 42.321809,-71.115701; 42.321135,-71.112285; 42.323545,-71.110906; 42.322337,-71.111033; 42.322379,-71.111745; 42.320216,-71.111475; 42.323186,-71.107251; 42.313531,-71.103680; 42.303786,-71.114407; 42.303300,-71.115109; 42.302337,-71.113716; 42.302262,-71.110646; 42.304910,-71.108008; 42.305297,-71.108398; 42.305969,-71.107500; 42.306342,-71.107052; 42.306887,-71.105039; 42.305163,-71.103141; 42.304694,-71.103775; 42.308404,-71.106012; 42.307705,-71.105541; 42.307353,-71.104637; 42.306418,-71.101821; 42.306683,-71.102289; 42.307145,-71.101517; 42.309140,-71.102838; 42.309133,-71.104579; 42.310373,-71.105586; 42.310258,-71.105230; 42.310769,-71.102648; 42.311115,-71.103786; 42.310587,-71.105814; 42.319826,-71.101396; 42.309571,-71.104121; 42.308505,-71.117605; 42.312886,-71.111445; 42.312318,-71.112605; 42.312439,-71.113653; 42.311663,-71.113606; 42.308213,-71.104630; 42.317309,-71.114274; 42.317011,-71.113679; 42.317002,-71.112716; 42.317313,-71.111052; 42.317972,-71.102509; 42.318074,-71.102850; 42.317843,-71.103395; 42.316248,-71.102113; 42.316878,-71.126388; 42.315905,-71.126450; 42.307438,-71.115875; 42.314055,-71.128142; 42.313982,-71.127483; 42.322222,-71.107253; 42.301801,-71.129649; 42.316597,-71.129354; 42.317057,-71.129847; 42.317533,-71.129858",osm
MA,Suffolk,02131,"42.297880,-71.120688; 42.302266,-71.125509; 42.297535,-71.134724; 42.302491,-71.129020; 42.306953,-71.136836; 42.287153,-71.130527; 42.287415,-71.131082; 42.306821,-71.120802; 42.307173,-71.120311; 42.301125,-71.116219; 42.300693,-71.116965; 42.300763,-71.117088; 42.300289,-71.118193; 42.300387,-71.119129; 42.300389,-71.118936; 42.300316,-71.119357; 42.300879,-71.119032; 42.306724,-71.129084; 42.306947,-71.129546; 42.303562,-71.127681; 42.303256,-71.128252; 42.302201,-71.126338; 42.302715,-71.128593; 42.300995,-71.127748; 42.297467,-71.130533; 42.296855,-71.129730; 42.296259,-71.131575; 42.296606,-71.132534; 42.297876,-71.131193; 42.298262,-71.130487; 42.298593,-71.130583; 42.298947,-71.130330; 42.297573,-71.132465; 42.298513,-71.132670; 42.305773,-71.131048; 42.299996,-71.130250; 42.300212,-71.130293; 42.300036,-71.131049; 42.299471,-71.131490; 42.299414,-71.131291; 42.295692,-71.131964; 42.297511,-71.116810; 42.297318,-71.117327; 42.296775,-71.117987; 42.296556,-71.117981; 42.296146,-71.118017; 42.295955,-71.118470; 42.287560,-71.128748; 42.289690,-71.119617; 42.288670,-71.120103; 42.288692,-71.119936; 42.288524,-71.121066; 42.288124,-71.119786; 42.288190,-71.120219; 42.287564,-71.119712; 42.287107,-71.120025; 42.288221,-71.120989; 42.291232,-71.122136; 42.291740,-71.120320; 42.297306,-71.133621; 42.296743,-71.116883; 42.293384,-71.118877; 42.293628,-71.136622; 42.293375,-71.136965; 42.286348,-71.130995; 42.286244,-71.132659; 42.302001,-71.127492; 42.301801,-71.129649; 42.296756,-71.129181",osm
MA,Suffolk,02132,"42.286054,-71.153291; 42.285398,-71.153494; 42.281074,-71.160039; 42.285712,-71.156212; 42.286706,-71.156300; 42.282823,-71.156972; 42.282869,-71.156108; 42.284292,-71.156241; 42.284740,-71.156065; 42.284892,-71.155411; 42.285594,-71.154817; 42.285254,-71.154593; 42.285577,-71.154068; 42.285996,-71.154047; 42.281932,-71.158271; 42.282649,-71.157729; 42.281970,-71.157530; 42.281458,-71.157471; 42.280486,-71.158664; 42.281849,-71.170448; 42.285997,-71.168471; 42.279925,-71.159019; 42.278650,-71.157814; 42.276514,-71.155977; 42.276843,-71.157056; 42.274664,-71.155783; 42.274580,-71.155218; 42.275319,-71.154410; 42.276855,-71.150983; 42.277396,-71.157942; 42.277433,-71.161741; 42.277724,-71.160635; 42.277674,-71.160373; 42.278327,-71.160531; 42.278276,-71.161146; 42.278125,-71.161380; 42.278206,-71.163049; 42.277935,-71.165937; 42.277317,-71.166541; 42.276690,-71.164342; 42.276683,-71.164790; 42.277420,-71.167506; 42.276618,-71.167428; 42.276151,-71.167394; 42.278020,-71.170372; 42.278737,-71.170561; 42.278885,-71.168921; 42.279337,-71.170134; 42.279325,-71.169663; 42.273384,-71.168856; 42.270249,-71.148415; 42.272827,-71.143034; 42.284268,-71.157501; 42.285562,-71.156627; 42.285824,-71.153620; 42.287875,-71.153508; 42.287999,-71.153231; 42.286713,-71.151254; 42.286852,-71.150814; 42.286423,-71.151085; 42.286382,-71.151350; 42.286482,-71.150636; 42.287113,-71.151286; 42.287592,-71.150986; 42.277099,-71.165849; 42.277226,-71.165480; 42.277360,-71.164998; 42.276773,-71.166504; 42.275808,-71.166614; 42.275572,-71.166831; 42.275854,-71.167907; 42.276349,-71.170946; 42.274855,-71.170238; 42.277898,-71.169105",osm
MA,Suffolk,02134,"42.349380,-71.152866; 42.349481,-71.152502; 42.349651,-71.152848; 42.349523,-71.151942; 42.349768,-71.151864; 42.349733,-71.151405; 42.347868,-71.148537; 42.347710,-71.148648; 42.348678,-71.149940; 42.348510,-71.150537; 42.348385,-71.150655; 42.348380,-71.150213; 42.345900,-71.153545; 42.363057,-71.144915; 42.348226,-71.147046; 42.365036,-71.136527; 42.362655,-71.142429; 42.362002,-71.153166; 42.358161,-71.136827; 42.363177,-71.156631; 42.361468,-71.153470; 42.363716,-71.156737; 42.364725,-71.156260; 42.352025,-71.132479; 42.352731,-71.151975; 42.354008,-71.137434; 42.353623,-71.133970; 42.362631,-71.130558; 42.362860,-71.129582; 42.362350,-71.129390; 42.359870,-71.137175; 42.361848,-71.136345; 42.360532,-71.135677; 42.360828,-71.136995; 42.344599,-71.158044; 42.351555,-71.144535; 42.348370,-71.152153; 42.364714,-71.134589; 42.364589,-71.129733; 42.364431,-71.133583; 42.361284,-71.152673; 42.364727,-71.155160; 42.350087,-71.149810; 42.349478,-71.151045; 42.362845,-71.154138; 42.362833,-71.154296; 42.363030,-71.154344; 42.363038,-71.154465; 42.362892,-71.154758; 42.363112,-71.154727; 42.363143,-71.154309; 42.362964,-71.155225; 42.363074,-71.155199; 42.353755,-71.144178; 42.359761,-71.139298; 42.343403,-71.152026; 42.344103,-71.152937; 42.344536,-71.153768; 42.345936,-71.153447; 42.346542,-71.153707; 42.347111,-71.152831; 42.348357,-71.153413; 42.348947,-71.152908; 42.349651,-71.152809; 42.349424,-71.152699; 42.349516,-71.151913; 42.349736,-71.151640; 42.349663,-71.150514; 42.365158,-71.150155; 42.363443,-71.154899; 42.365075,-71.148007; 42.347368,-71.129204; 42.363361,-71.151278; 42.361988,-71.157754; 42.361859,-71.157493; 42.361986,-71.157345; 42.351437,-71.133383; 42.350990,-71.133194; 42.350779,-71.135242; 42.350300,-71.142833; 42.349886,-71.143881; 42.347262,-71.150026; 42.346391,-71.151709; 42.346507,-71.151300; 42.347588,-71.156158; 42.348556,-71.156259; 42.348671,-71.155843; 42.348383,-71.155428; 42.348094,-71.155613; 42.348256,-71.156319; 42.347697,-71.148100; 42.361572,-71.130657; 42.362442,-71.131638; 42.363839,-71.134082; 42.364086,-71.134292; 42.361722,-71.141897; 42.361899,-71.142375; 42.361564,-71.143960; 42.362527,-71.143895",osm
MA,Suffolk,02135,"42.349380,-71.152866; 42.349481,-71.152502; 42.349651,-71.152848; 42.349523,-71.151942; 42.349768,-71.151864; 42.349733,-71.151405; 42.347868,-71.148537; 42.347710,-71.148648; 42.348678,-71.149940; 42.348510,-71.150537; 42.348385,-71.150655; 42.348380,-71.150213; 42.345900,-71.153545; 42.348226,-71.147046; 42.352025,-71.132479; 42.352731,-71.151975; 42.354008,-71.137434; 42.353623,-71.133970; 42.344599,-71.158044; 42.344572,-71.158633; 42.351555,-71.144535; 42.348370,-71.152153; 42.335801,-71.140168; 42.350087,-71.149810; 42.349478,-71.151045; 42.337669,-71.159883; 42.338394,-71.157270; 42.338607,-71.157454; 42.353755,-71.144178; 42.335656,-71.133587; 42.339258,-71.136962; 42.338050,-71.150539; 42.338384,-71.150214; 42.338529,-71.149942; 42.339691,-71.150702; 42.340413,-71.153368; 42.341142,-71.153086; 42.341413,-71.152839; 42.341385,-71.151810; 42.342108,-71.153475; 42.342463,-71.153620; 42.342468,-71.154980; 42.342344,-71.155087; 42.342706,-71.151760; 42.343403,-71.152026; 42.344103,-71.152937; 42.344536,-71.153768; 42.345936,-71.153447; 42.346542,-71.153707; 42.347111,-71.152831; 42.348357,-71.153413; 42.348947,-71.152908; 42.349651,-71.152809; 42.349424,-71.152699; 42.349516,-71.151913; 42.349736,-71.151640; 42.349663,-71.150514; 42.341032,-71.148362; 42.341882,-71.154910; 42.340777,-71.154379; 42.335628,-71.150953; 42.339328,-71.137212; 42.335830,-71.153396; 42.343065,-71.161656; 42.343235,-71.161509; 42.338068,-71.151260; 42.338982,-71.148590; 42.338156,-71.149353; 42.338398,-71.147045; 42.338588,-71.147703; 42.339270,-71.148411; 42.339747,-71.149389; 42.339933,-71.153255; 42.339617,-71.154173; 42.342806,-71.144882; 42.351437,-71.133383; 42.350990,-71.133194; 42.350779,-71.135242; 42.350300,-71.142833; 42.349886,-71.143881; 42.347262,-71.150026; 42.346391,-71.151709; 42.346507,-71.151300; 42.347588,-71.156158; 42.348556,-71.156259; 42.348671,-71.155843; 42.348383,-71.155428; 42.348094,-71.155613; 42.348256,-71.156319; 42.345043,-71.160196; 42.347697,-71.148100",osm
MA,Suffolk,02136,"42.253623,-71.109462; 42.247978,-71.117346; 42.254651,-71.125472; 42.253083,-71.120077; 42.254243,-71.118918; 42.263179,-71.112232; 42.255292,-71.124839; 42.256708,-71.123014; 42.253457,-71.125355; 42.252515,-71.125729",osm
MA,Suffolk,02150,"42.403333,-71.049787; 42.388367,-71.025137; 42.404190,-71.022291; 42.404549,-71.023379; 42.386311,-71.033034; 42.404312,-71.034182; 42.402677,-71.025205; 42.403628,-71.024371; 42.403151,-71.023447; 42.402099,-71.024105; 42.402551,-71.020164; 42.394827,-71.035411; 42.392474,-71.035518; 42.387504,-71.026800; 42.402471,-71.044766; 42.402536,-71.045351; 42.394290,-71.036144; 42.403049,-71.021346; 42.391775,-71.038327; 42.392947,-71.036182; 42.394177,-71.035266; 42.401839,-71.031668; 42.400935,-71.028861; 42.401577,-71.028569; 42.385804,-71.025557; 42.385035,-71.028291; 42.385297,-71.028780; 42.386124,-71.028721; 42.404553,-71.035499; 42.401209,-71.037876; 42.387473,-71.041311; 42.388322,-71.039398; 42.393902,-71.033255; 42.394008,-71.028902; 42.392104,-71.034629; 42.391984,-71.034796; 42.404864,-71.043920; 42.404921,-71.044138; 42.403400,-71.046950; 42.403434,-71.046767; 42.388638,-71.026539; 42.400226,-71.040950; 42.398028,-71.039621; 42.386657,-71.035157; 42.396514,-71.043957",osm
MA,Suffolk,02151,"42.409606,-71.030956; 42.412685,-71.031705; 42.413304,-71.006323; 42.412658,-71.005737; 42.419745,-71.019885; 42.420432,-71.020051; 42.428271,-71.023534; 42.407760,-71.012872; 42.416842,-71.034216; 42.417883,-71.034029; 42.407163,-71.030579",osm
MA,Suffolk,02152,"42.375354,-70.988001; 42.379100,-70.975169; 42.385039,-70.983862; 42.385779,-70.980778; 42.386630,-70.982633; 42.384503,-70.999626; 42.385983,-70.974436; 42.378218,-70.983108; 42.376994,-70.982942; 42.375558,-70.986555; 42.374338,-70.985896; 42.376189,-70.987572; 42.377954,-70.984602; 42.381454,-70.978238; 42.386343,-71.001536; 42.377668,-70.986919; 42.384411,-70.979800; 42.385604,-70.973828; 42.385582,-70.974372; 42.386022,-70.974971; 42.379741,-70.979642; 42.379378,-70.979477; 42.379343,-70.980017; 42.380219,-70.978694; 42.380827,-70.979503; 42.380615,-70.979001",osm
MA,Suffolk,02215,"42.337747,-71.107707; 42.338589,-71.106971; 42.345670,-71.108604; 42.342572,-71.123407; 42.334909,-71.100814; 42.337951,-71.104442; 42.336413,-71.109066; 42.340091,-71.108285; 42.339541,-71.109030; 42.346918,-71.102035; 42.343824,-71.122391; 42.336972,-71.109863; 42.334589,-71.102982; 42.334509,-71.101461; 42.346919,-71.100011; 42.348046,-71.097295; 42.343549,-71.099256; 42.336429,-71.094313; 42.333264,-71.094315; 42.345683,-71.096178; 42.345046,-71.098610; 42.347275,-71.099469; 42.348237,-71.097047; 42.332785,-71.115272; 42.342825,-71.101659; 42.332772,-71.116865; 42.341720,-71.110103; 42.348786,-71.109669; 42.333055,-71.104413; 42.331201,-71.109909; 42.330592,-71.110056; 42.330825,-71.110420; 42.330990,-71.099856; 42.331214,-71.100420; 42.332337,-71.101178; 42.330037,-71.098847; 42.330425,-71.098586; 42.332442,-71.097479; 42.333074,-71.093926; 42.332130,-71.106151; 42.332154,-71.105495; 42.336848,-71.120844; 42.332167,-71.116798; 42.333068,-71.117280; 42.344029,-71.121569; 42.333548,-71.118176; 42.338789,-71.095420; 42.335491,-71.093298; 42.333327,-71.105374; 42.346898,-71.113599; 42.341788,-71.119949; 42.334075,-71.118393; 42.347312,-71.100439; 42.345817,-71.110789; 42.345767,-71.111011; 42.333626,-71.117604; 42.333853,-71.116475; 42.332829,-71.120181; 42.333544,-71.119435; 42.332364,-71.119055; 42.330820,-71.117069; 42.329939,-71.116798; 42.331034,-71.115747; 42.331776,-71.118306; 42.335427,-71.111957; 42.341562,-71.099801; 42.346140,-71.117910; 42.346956,-71.121676",osm
