ZIP Code,State,County,Hospitals,Nursing Homes,Public Health Departments,Pharmacies,Representative Lat,Representative Lon
06437,CT,NEW HAVEN,0,4,1,0,41.29439843661392,-72.69125859025903
06438,CT,MIDDLESEX,0,2,0,0,41.4606120170001,-72.48486689399999
06443,CT,NEW HAVEN,0,4,1,0,41.28539573081715,-72.60569094199833
06447,CT,HARTFORD,0,2,0,0,41.6662316425001,-72.47019427949995
06450,CT,NEW HAVEN,0,9,1,0,41.526888321499754,-72.78239294013602
06451,CT,NEW HAVEN,1,2,0,0,41.5500156383334,-72.80248160000001
06455,CT,MIDDLESEX,0,0,1,0,41.517954937584435,-72.71121821566763
06457,CT,MIDDLESEX,3,8,1,0,41.554289371519985,-72.64734972710562
06460,CT,NEW HAVEN,1,3,1,0,41.213011848741075,-73.0596167705645
06461,CT,NEW HAVEN,0,2,0,0,41.23033189950005,-73.0624432959999
06469,CT,MIDDLESEX,0,1,0,0,41.4854000010001,-72.445605772
06470,CT,FAIRFIELD,0,4,1,0,41.40031618835104,-73.29281448605786
06471,CT,NEW HAVEN,0,2,0,0,41.31300458,-72.75313182949995
06473,CT,NEW HAVEN,0,2,1,0,41.37053757556777,-72.86411380480429
06475,CT,MIDDLESEX,0,2,1,0,41.29649934654311,-72.3863295238239
06477,CT,NEW HAVEN,0,3,1,0,41.26856714060162,-73.00589836277189
06479,CT,HARTFORD,0,2,0,0,41.58255328000005,-72.89345672249995
06480,CT,MIDDLESEX,0,2,0,0,41.577302137000004,-72.63257485049995
06483,CT,NEW HAVEN,0,1,1,0,41.39969615268246,-73.0664088525339
06484,CT,FAIRFIELD,0,7,0,0,41.289901653714345,-73.1047978335714
06488,CT,NEW HAVEN,0,6,1,0,41.4807082781914,-73.22813444969026
06489,CT,HARTFORD,0,2,1,0,41.60128445888185,-72.87660243703557
06492,CT,NEW HAVEN,2,7,1,0,41.458045525158994,-72.83512051948706
06498,CT,MIDDLESEX,0,1,1,0,41.28071630813529,-72.4572583853716
06510,CT,SOUTH CENTRAL CONNECTICUT,1,0,0,0,41.30469134,-72.93541366
06511,CT,NEW HAVEN,1,5,0,0,41.31573054833335,-72.92934859016664
06512,CT,NEW HAVEN,0,6,0,0,41.27070513633338,-72.86783805749995
06513,CT,NEW HAVEN,0,4,0,0,41.311380776250076,-72.87496440724999
06514,CT,NEW HAVEN,0,4,0,0,41.37482075175008,-72.92604977449996
06516,CT,NEW HAVEN,1,4,1,0,41.27422154511996,-72.96226476817566
06517,CT,NEW HAVEN,0,5,0,0,41.35023793200004,-72.91414212879997
06518,CT,NEW HAVEN,0,2,0,0,41.39361683700005,-72.9036850159999
06519,CT,NEW HAVEN,0,1,1,0,41.301279745124724,-72.93279215980101
06525,CT,NEW HAVEN,0,3,0,0,41.34515209666673,-72.98527467333327
06604,CT,FAIRFIELD,0,4,0,0,41.19566085025008,-73.2156923785
06606,CT,GREATER BRIDGEPORT,1,1,0,0,41.20113908650005,-73.20294391799996
06608,CT,FAIRFIELD,0,0,1,0,41.18479775827764,-73.18029667564944
06610,CT,GREATER BRIDGEPORT,1,0,0,0,41.18937738,-73.16659472
06611,CT,FAIRFIELD,0,5,1,0,41.25494150010197,-73.21177525631485
06612,CT,FAIRFIELD,0,0,1,0,41.252683738090994,-73.29695347500476
06614,CT,FAIRFIELD,0,3,0,0,41.248811217333404,-73.10216941899994
06615,CT,FAIRFIELD,0,0,1,0,41.179815686432285,-73.13457302326442
06702,CT,NEW HAVEN,0,2,0,0,41.55690749800005,-73.03951521299994
06704,CT,NEW HAVEN,0,1,0,0,41.5931131090001,-73.0276992089999
06705,CT,NEW HAVEN,0,4,0,0,41.54568516375008,-72.98713176549998
06706,CT,NAUGATUCK VALLEY,1,0,1,0,41.55363710266609,-73.0374576892014
06708,CT,NAUGATUCK VALLEY,1,1,0,0,41.56850249250005,-73.07047927649995
06710,CT,NEW HAVEN,0,4,0,0,41.56367668200007,-73.04475676374992
06716,CT,NEW HAVEN,0,1,0,0,41.606848664,-72.989596746
06757,CT,LITCHFIELD,0,1,0,0,41.725679057,-73.479755597
06759,CT,LITCHFIELD,0,2,0,0,41.7553100135001,-73.18970760099995
06762,CT,NEW HAVEN,0,1,1,0,41.53316565005268,-73.11855281738451
06770,CT,NEW HAVEN,0,3,0,0,41.4791502980001,-73.04545715633327
06776,CT,LITCHFIELD,1,2,1,0,41.58512677226543,-73.40776936161745
06782,CT,LITCHFIELD,0,1,0,0,41.6669028090001,-73.057798412
06784,CT,FAIRFIELD,0,0,1,0,41.58053456994925,-73.49818961562563
06790,CT,LITCHFIELD,1,6,1,0,41.80837900723509,-73.12599973024035
06794,CT,LITCHFIELD,0,0,1,0,41.64092113653155,-73.32035485855224
06795,CT,LITCHFIELD,0,4,0,0,41.58400397500007,-73.1075459327499
06798,CT,LITCHFIELD,0,1,0,0,41.559310274,-73.180743799
06801,CT,FAIRFIELD,0,3,1,0,41.409214937562325,-73.39860965361338
06804,CT,FAIRFIELD,0,2,1,0,41.45334578684908,-73.40242397466604
06810,CT,FAIRFIELD,2,4,1,0,41.39761453635397,-73.45574264418842
06811,CT,FAIRFIELD,0,3,0,0,41.41011694300003,-73.45714445099993
06812,CT,FAIRFIELD,0,0,1,0,41.465490198025556,-73.48699004319417
06820,CT,FAIRFIELD,0,3,1,0,41.0759301039004,-73.47327943180905
06824,CT,FAIRFIELD,0,3,1,0,41.14532516838026,-73.26134406255983
06825,CT,FAIRFIELD,0,2,0,0,41.218228996500045,-73.24462313699995
06830,CT,FAIRFIELD,1,3,1,0,41.04053986305267,-73.62761786719378
06831,CT,FAIRFIELD,0,3,0,0,41.06090769166676,-73.6934848126666
06840,CT,FAIRFIELD,1,2,1,0,41.1422007785016,-73.49107705611888
06850,CT,FAIRFIELD,0,2,0,0,41.12189774,-73.430261377
06851,CT,FAIRFIELD,0,3,1,0,41.128053649189994,-73.40965412495545
06854,CT,FAIRFIELD,0,1,0,0,41.0973422590001,-73.4524819769999
06855,CT,FAIRFIELD,0,1,0,0,41.1095351160001,-73.399684377
06856,CT,WESTERN CONNECTICUT,1,0,0,0,41.11153017,-73.42194562
06877,CT,FAIRFIELD,0,3,1,0,41.30436551675838,-73.48339833873192
06880,CT,FAIRFIELD,0,3,1,0,41.14807998706912,-73.34625623450145
06890,CT,FAIRFIELD,0,2,0,0,41.14448410600005,-73.28739399199995
06896,CT,FAIRFIELD,0,2,1,0,41.27556185509129,-73.40677212632579
06897,CT,FAIRFIELD,0,3,1,0,41.19994147287799,-73.42560984081584
06901,CT,FAIRFIELD,0,0,1,0,41.05138075783298,-73.54270119455381
06902,CT,FAIRFIELD,0,7,0,0,41.07502089200007,-73.55416260357138
06903,CT,FAIRFIELD,0,2,0,0,41.13826965200005,-73.560832976
06904,CT,WESTERN CONNECTICUT,1,0,0,0,41.05501669,-73.55312508
06905,CT,FAIRFIELD,0,3,0,0,41.07989513700003,-73.541450127
07001,NJ,MIDDLESEX,1,0,0,0,40.58446641,-74.26846961
07002,NJ,HUDSON,1,1,1,0,40.668331944013694,-74.11416949885567
07003,NJ,ESSEX,0,2,1,0,40.78598106444658,-74.19384500495391
07004,NJ,ESSEX,0,1,0,0,40.8724028,-74.273301599
07005,NJ,MORRIS,1,3,0,0,40.91053176100005,-74.41811321924993
07006,NJ,ESSEX,0,4,1,0,40.84559115796594,-74.29188181423027
07009,NJ,ESSEX,1,6,0,0,40.8575232114286,-74.22885618614283
07011,NJ,PASSAIC,0,1,0,0,40.8836504820001,-74.160459023
07013,NJ,PASSAIC,0,2,1,0,40.87246770007466,-74.17756720839812
07016,NJ,UNION,0,2,1,0,40.658852743301374,-74.29780344707716
07017,NJ,ESSEX,0,3,1,0,40.76565343057023,-74.20285830624348
07018,NJ,ESSEX,3,1,0,0,40.754327792000005,-74.2234611065
07020,NJ,BERGEN,0,1,0,0,40.809112263,-73.9878633019999
07023,NJ,UNION,0,1,0,0,40.641725713,-74.382520374
07024,NJ,BERGEN,0,0,1,0,40.85312329509941,-73.9722491179759
07029,NJ,HUDSON,0,0,1,0,40.74664906838978,-74.15687212025884
07030,NJ,HUDSON,1,1,1,0,40.73981126538476,-74.03319957006217
07032,NJ,HUDSON,1,2,1,0,40.76211721754474,-74.14997706966821
07034,NJ,MORRIS,0,0,1,0,40.89244193074003,-74.37865318777455
07035,NJ,MORRIS,0,2,1,0,40.917609597667386,-74.30565792047184
07036,NJ,UNION,0,1,1,0,40.62823689293406,-74.25250505377375
07039,NJ,ESSEX,1,8,1,0,40.77349068810376,-74.32625038274982
07040,NJ,ESSEX,0,2,1,0,40.72488833438195,-74.22673019472067
07042,NJ,ESSEX,2,5,1,0,40.64366120685414,-74.33992949144167
07045,NJ,MORRIS,0,1,1,0,40.89454444431462,-74.37073985724972
07046,NJ,MORRIS,0,1,0,0,40.876214,-74.4354455
07047,NJ,HUDSON,1,3,0,0,40.79216063150005,-74.00536139899998
07050,NJ,ESSEX,0,2,1,0,40.766832340195435,-74.23394247532444
07052,NJ,ESSEX,1,9,2,0,40.79077454796493,-74.26388681147888
07054,NJ,MORRIS,0,4,0,0,40.85535922650003,-74.39974414549995
07055,NJ,PASSAIC,3,3,1,0,40.860534965521886,-74.13206298331923
07059,NJ,SOMERSET,0,2,0,0,40.6311645230001,-74.50678455849994
07060,NJ,UNION,0,3,1,0,40.612312762456874,-74.40905950508068
07065,NJ,UNION,2,2,1,0,40.61048080531252,-74.2832832257437
07066,NJ,UNION,0,1,1,0,40.62558750895167,-74.31725013258207
07068,NJ,ESSEX,0,1,0,0,40.819307,-74.3104172709999
07069,NJ,SOMERSET,0,2,0,0,40.63534626400005,-74.445191397
07076,NJ,UNION,0,2,0,0,40.6194277390001,-74.35816427049991
07079,NJ,ESSEX,0,0,1,0,40.74584292500111,-74.25747468968989
07080,NJ,MIDDLESEX,0,1,0,0,40.546219041,-74.40830006
07083,NJ,UNION,1,1,1,0,40.68124508006528,-74.26714957833705
07087,NJ,HUDSON,0,3,0,0,40.7682462626667,-74.03191943733331
07088,NJ,UNION,0,1,0,0,40.715897021,-74.287526457
07090,NJ,UNION,0,2,2,0,40.65142630416078,-74.3355344039212
07092,NJ,UNION,1,4,0,0,40.67466344260002,-74.34775116779994
07093,NJ,HUDSON,0,1,1,0,40.789545315436,-74.0082055477025
07094,NJ,HUDSON,2,1,1,0,40.78587846319788,-74.0622178013476
07095,NJ,MIDDLESEX,0,1,1,0,40.557259194814655,-74.28164365214573
07102,NJ,ESSEX,2,0,1,0,40.73840500079826,-74.17458219646839
07103,NJ,ESSEX,1,2,0,0,40.742213049333365,-74.18992229266668
07104,NJ,ESSEX,0,3,1,0,40.76113722553998,-74.17107336771247
07107,NJ,ESSEX,1,1,0,0,40.76661365500005,-74.18747379499999
07109,NJ,ESSEX,1,1,0,0,40.785757114,-74.1764437885
07111,NJ,ESSEX,0,1,1,0,40.723506773244964,-74.24221783066133
07112,NJ,ESSEX,2,0,0,0,40.70934618,-74.211735
07201,NJ,UNION,0,1,1,0,40.66443174825344,-74.21286151689871
07202,NJ,UNION,0,3,0,0,40.659356309333425,-74.22608626699999
07203,NJ,UNION,0,0,1,0,40.658347981461,-74.2636379958208
07206,NJ,UNION,1,1,0,0,40.6591690365,-74.19748729249994
07207,NJ,UNION,2,0,0,0,40.65858977,-74.214855875
07302,NJ,HUDSON,1,2,0,0,40.7248554296667,-74.04949910233331
07304,NJ,HUDSON,0,0,1,0,40.72234605351212,-74.06308166696938
07305,NJ,HUDSON,0,3,0,0,40.701486410666696,-74.09221968899999
07306,NJ,HUDSON,1,1,0,0,40.732705819000046,-74.05401155000001
07307,NJ,HUDSON,0,1,0,0,40.7404917980001,-74.045272295
07401,NJ,BERGEN,0,2,0,0,41.044872064836056,-74.12022350808616
07403,NJ,PASSAIC,0,1,0,0,41.01561014,-74.315339454
07407,NJ,BERGEN,0,0,1,0,40.90072980685312,-74.12389868250456
07410,NJ,BERGEN,0,2,1,0,40.937854818876474,-74.12185566590178
07416,NJ,SUSSEX,0,1,0,0,41.118616091,-74.590115576
07417,NJ,BERGEN,0,1,0,0,41.0185963000001,-74.2022334
07420,NJ,PASSAIC,0,2,0,0,41.02284847450005,-74.29638144499995
07430,NJ,BERGEN,0,2,0,0,41.029757666500004,-74.16694485999989
07432,NJ,BERGEN,0,1,0,0,40.987468843,-74.147232088
07436,NJ,BERGEN,0,1,0,0,41.0006559770001,-74.247260868
07444,NJ,MORRIS,1,2,1,0,40.97254838293806,-74.31316032282854
07446,NJ,BERGEN,0,2,0,0,41.05869403250005,-74.13623150449999
07450,NJ,BERGEN,1,2,0,0,40.982204361000065,-74.1037235153333
07456,NJ,PASSAIC,0,0,1,0,41.129474216279746,-74.26513147552357
07458,NJ,BERGEN,0,1,0,0,41.035728304,-74.114173068
07461,NJ,SUSSEX,1,0,0,0,41.20702419,-74.6034979
07463,NJ,BERGEN,0,1,1,0,41.01189864198926,-74.13137148617577
07470,NJ,PASSAIC,2,15,1,0,40.94798372349376,-74.24511394696191
07480,NJ,PASSAIC,0,2,1,0,41.10489383972281,-74.37241851904102
07481,NJ,BERGEN,1,2,0,0,40.98130309400003,-74.17244439499997
07503,NJ,PASSAIC,1,0,1,0,40.898359213675924,-74.15854031559007
07505,NJ,PASSAIC,0,0,1,0,40.91856869852816,-74.16785998403233
07506,NJ,PASSAIC,0,1,0,0,40.9555985370001,-74.1633540569999
07508,NJ,PASSAIC,0,1,0,0,40.9726074640001,-74.1849790159999
07512,NJ,PASSAIC,0,1,0,0,40.9155654400001,-74.2064425899999
07514,NJ,PASSAIC,1,2,0,0,40.918510012333336,-74.13719426833332
07522,NJ,PASSAIC,0,1,0,0,40.9145718660001,-74.185029824
07601,NJ,BERGEN,1,3,1,0,40.8861396061034,-74.05038417061614
07607,NJ,BERGEN,0,1,0,0,40.9003178020001,-74.0692700449999
07621,NJ,BERGEN,0,2,1,0,40.92716748398212,-73.99469356404863
07626,NJ,BERGEN,0,3,0,0,40.94075984666674,-73.9650828413333
07630,NJ,BERGEN,0,3,0,0,40.9756992056667,-74.01588085133329
07631,NJ,BERGEN,1,4,1,0,40.89749574857854,-73.97703157910023
07640,NJ,BERGEN,0,1,0,0,40.9783399,-73.9913672
07642,NJ,BERGEN,0,2,0,0,41.002463076000055,-74.05761745199996
07645,NJ,BERGEN,0,1,0,0,41.0570755,-74.0558687
07646,NJ,BERGEN,0,1,1,0,40.92649370102602,-74.02699047342725
07647,NJ,BERGEN,0,2,0,0,41.000824075500105,-73.9324603445
07648,NJ,BERGEN,0,2,0,0,41.008632643000055,-73.9577214285
07649,NJ,BERGEN,0,1,0,0,40.961138992,-74.0300130529999
07650,NJ,BERGEN,0,0,1,0,40.848062776528586,-73.99828507519912
07652,NJ,BERGEN,2,10,2,0,40.95216068782903,-74.07233759481637
07656,NJ,BERGEN,0,3,0,0,41.0360666256667,-74.03473537466668
07662,NJ,BERGEN,1,1,0,0,40.89855679950005,-74.07414649649995
07663,NJ,BERGEN,1,0,0,0,40.89606942,-74.09280899
07666,NJ,BERGEN,1,4,1,0,40.88316412013141,-74.01319755475119
07670,NJ,BERGEN,0,3,0,0,40.9309559376667,-73.96170044966667
07675,NJ,BERGEN,2,5,0,0,40.998442396571484,-74.01590071857142
07676,NJ,BERGEN,0,1,1,0,40.99176358035353,-74.06295007111348
07677,NJ,BERGEN,0,3,0,0,41.03841891833337,-74.07072296633329
07701,NJ,MONMOUTH,1,3,0,0,40.34355581200003,-74.07461847849997
07702,NJ,MONMOUTH,0,4,0,0,40.32315110575002,-74.06586148699999
07712,NJ,MONMOUTH,0,1,1,0,40.2441549363446,-74.0765504041943
07716,NJ,MONMOUTH,0,1,0,0,40.4058611683655,-74.014706893188
07719,NJ,MONMOUTH,0,7,0,0,40.16035212600004,-74.07111351071428
07721,NJ,MONMOUTH,0,1,0,0,40.4343369270001,-74.2289121599999
07722,NJ,MONMOUTH,0,1,1,0,40.2882283735295,-74.18276922013582
07724,NJ,MONMOUTH,1,5,0,0,40.292032151941235,-74.06348300884976
07726,NJ,MONMOUTH,0,5,1,0,40.299101606160924,-74.34197683402157
07728,NJ,MONMOUTH,1,9,2,0,40.24427329354922,-74.29097071493595
07730,NJ,MONMOUTH,0,2,0,0,40.42326069150005,-74.1665610965
07731,NJ,MONMOUTH,0,1,0,0,40.177619658,-74.244108634
07733,NJ,MONMOUTH,1,5,0,0,40.389662675833385,-74.17895440299998
07734,NJ,MONMOUTH,0,2,0,0,40.44968300050005,-74.14270075149994
07738,NJ,MONMOUTH,0,2,0,0,40.33353643150005,-74.1313743595
07740,NJ,MONMOUTH,2,1,1,0,40.29726237221615,-73.98834133879816
07746,NJ,MONMOUTH,0,1,0,0,40.313173347,-74.2476156439999
07747,NJ,MONMOUTH,0,4,0,0,40.40123373900003,-74.23635079924999
07748,NJ,MONMOUTH,0,2,1,0,40.39485595484535,-74.11049657145935
07751,NJ,MONMOUTH,0,1,0,0,40.353083794,-74.3036282369999
07753,NJ,MONMOUTH,1,10,0,0,40.221950169181845,-74.0665118171818
07754,NJ,MONMOUTH,1,0,0,0,40.20926821,-74.04119883
07756,NJ,MONMOUTH,0,1,0,0,40.2088294,-74.0152433
07762,NJ,MONMOUTH,0,1,0,0,40.1503641140001,-74.055044545
07801,NJ,MORRIS,2,3,1,0,40.88564312022077,-74.56758781310764
07821,NJ,SUSSEX,0,2,0,0,41.0457603050001,-74.69970355449999
07823,NJ,WARREN,0,2,0,0,40.82007458700005,-75.069188044
07825,NJ,WARREN,1,0,0,0,40.98150956,-74.93182335
07826,NJ,SUSSEX,0,1,0,0,41.1562323970001,-74.7485797529999
07828,NJ,MORRIS,0,0,1,0,40.846888161888316,-74.74508182587735
07830,NJ,HUNTERDON,0,1,0,0,40.7448130000001,-74.8626149999999
07832,NJ,WARREN,0,1,0,0,40.9254284680001,-75.093995014
07834,NJ,MORRIS,1,2,1,0,40.89517908237131,-74.47115480422539
07840,NJ,WARREN,1,4,0,0,40.85473363860005,-74.80834589719998
07844,NJ,WARREN,0,1,0,0,40.922785,-74.925923
07849,NJ,MORRIS,0,0,1,0,41.02083469035986,-74.54851318504804
07853,NJ,MORRIS,0,0,1,0,40.78867018745654,-74.78276393231435
07856,NJ,MORRIS,0,1,0,0,40.903962662,-74.639266111
07860,NJ,SUSSEX,1,5,1,0,41.06469273101356,-74.75992243667348
07863,NJ,WARREN,0,1,1,0,40.82814120763154,-74.94842492358245
07866,NJ,MORRIS,0,0,1,0,40.91261301534562,-74.53005854619148
07869,NJ,MORRIS,0,2,1,0,40.85786325197811,-74.56828986589737
07871,NJ,SUSSEX,0,2,0,0,41.0577569390001,-74.65235245299996
07876,NJ,MORRIS,0,2,1,0,40.8650608419025,-74.63936492178105
07901,NJ,UNION,1,2,0,0,40.720371176333366,-74.35819946299993
07902,NJ,UNION,1,0,0,0,40.71178746,-74.35378384
07920,NJ,SOMERSET,0,5,1,0,40.67014218274958,-74.55983207404454
07922,NJ,UNION,1,2,0,0,40.6702930353334,-74.42712411733334
07928,NJ,MORRIS,0,3,0,0,40.741299653333364,-74.41516555700001
07930,NJ,MORRIS,1,1,0,0,40.812298077500046,-74.699714555
07932,NJ,MORRIS,0,7,0,0,40.779756313751356,-74.41602523866183
07936,NJ,MORRIS,0,2,1,0,40.82488061258508,-74.39919232681649
07939,NJ,SOMERSET,1,0,0,0,40.66859853,-74.5575506
07940,NJ,MORRIS,1,2,1,0,40.76592294518168,-74.42612897325576
07945,NJ,MORRIS,0,1,0,0,40.7896096490001,-74.587529027
07950,NJ,MORRIS,1,4,0,0,40.839865015400036,-74.4898666732
07960,NJ,MORRIS,2,3,2,0,40.796622911301036,-74.47739394377503
07962,NJ,MORRIS,1,0,0,0,40.78962092,-74.48918054
07974,NJ,UNION,0,3,0,0,40.693224399000094,-74.40074739033334
07977,NJ,SOMERSET,1,0,0,0,40.71218522,-74.64089839
07981,NJ,MORRIS,0,4,1,0,40.8216009233812,-74.42487780969014
08002,NJ,CAMDEN,1,5,0,0,39.93364726850007,-75.01649112816665
08003,NJ,CAMDEN,0,2,0,0,39.8920236250001,-74.961120682
08004,NJ,CAMDEN,0,2,0,0,39.763386186,-74.90615005999999
08005,NJ,OCEAN,0,1,0,0,39.7564349740001,-74.240203853
08008,NJ,OCEAN,0,0,1,0,39.5930927520154,-74.21812772835008
08009,NJ,CAMDEN,1,2,0,0,39.78098033900003,-74.91945388566667
08012,NJ,CAMDEN,2,2,1,0,39.77531804404647,-75.06656961448809
08015,NJ,BURLINGTON,1,0,0,0,39.97725682,-74.58514441
08016,NJ,BURLINGTON,0,4,0,0,40.05074180650002,-74.8417731195
08020,NJ,GLOUCESTER,0,1,0,0,39.7999428050001,-75.213568789
08028,NJ,GLOUCESTER,0,2,0,0,39.710218667500044,-75.1079227444999
08033,NJ,CAMDEN,0,1,0,0,39.892116263,-75.03856847
08034,NJ,CAMDEN,0,4,0,0,39.90366932575003,-75.00368222749995
08037,NJ,ATLANTIC,2,3,0,0,39.65051689340002,-74.79846283739997
08043,NJ,CAMDEN,1,12,0,0,39.85107605200007,-74.95427170823072
08046,NJ,BURLINGTON,2,0,0,0,40.046829125,-74.88086535
08048,NJ,BURLINGTON,0,1,0,0,39.986392993,-74.800299648
08050,NJ,OCEAN,1,4,0,0,39.722360831600035,-74.28818630279997
08052,NJ,BURLINGTON,0,2,0,0,39.955970861000054,-75.00756417400001
08053,NJ,BURLINGTON,3,6,0,0,39.8892883681675,-74.90889901982317
08054,NJ,BURLINGTON,0,3,0,0,39.95977456066674,-74.91992740033332
08055,NJ,BURLINGTON,0,2,0,0,39.8905826765001,-74.8311162755
08057,NJ,BURLINGTON,0,9,0,0,39.978017761000075,-74.94006199288886
08060,NJ,BURLINGTON,2,1,1,0,40.008500085199486,-74.829511373492
08062,NJ,GLOUCESTER,1,1,0,0,39.72558700900005,-75.18316405349995
08066,NJ,GLOUCESTER,0,1,0,0,39.8294105370001,-75.182411899
08068,NJ,BURLINGTON,1,1,0,0,39.967563400500055,-74.6373149575
08069,NJ,SALEM,0,3,0,0,39.7117737166667,-75.4690968423333
08070,NJ,SALEM,0,1,0,0,39.606186823,-75.496040993
08071,NJ,GLOUCESTER,0,1,0,0,39.737483517,-75.1370475539999
08077,NJ,BURLINGTON,0,3,0,0,40.00320103766667,-75.00134931433332
08079,NJ,SALEM,1,1,1,0,39.58743100626393,-75.44700113547452
08080,NJ,GLOUCESTER,0,8,1,0,39.74065139011023,-75.08202887414625
08084,NJ,CAMDEN,1,1,0,0,39.8263415185,-75.0094671465
08085,NJ,GLOUCESTER,0,1,0,0,39.7363964297294,-75.327010644485
08087,NJ,OCEAN,0,3,0,0,39.5931985736667,-74.36655673399997
08094,NJ,GLOUCESTER,1,3,0,0,39.65926769775005,-74.98532722174997
08096,NJ,GLOUCESTER,1,6,0,0,39.83148346200003,-75.13869234942854
08098,NJ,SALEM,0,2,0,0,39.6484384535001,-75.31700264599999
08102,NJ,CAMDEN,0,1,0,0,39.947478281,-75.1101614579999
08103,NJ,CAMDEN,3,1,0,0,39.938267980250004,-75.10997057324998
08104,NJ,CAMDEN,1,0,0,0,39.92864825,-75.10836805
08105,NJ,CAMDEN,0,1,0,0,39.9440119000001,-75.0948319
08108,NJ,CAMDEN,0,1,0,0,39.918147483,-75.0766031599999
08109,NJ,CAMDEN,0,1,0,0,39.9281023930001,-75.070495276
08110,NJ,CAMDEN,0,1,0,0,39.9753419,-75.0378415
08201,NJ,ATLANTIC,0,1,0,0,39.442703168,-74.496423658
08204,NJ,CAPE MAY,1,2,0,0,38.96591867133336,-74.9151959583333
08205,NJ,ATLANTIC,0,6,0,0,39.474977124000034,-74.54043753783328
08210,NJ,CAPE MAY,1,4,1,0,39.09174258917283,-74.81392001564355
08221,NJ,ATLANTIC,0,2,0,0,39.35959567800005,-74.567973789
08225,NJ,ATLANTIC,0,1,1,0,39.378235734232504,-74.54016931661201
08226,NJ,CAPE MAY,0,2,0,0,39.2662887960001,-74.597822845
08230,NJ,CAPE MAY,0,1,0,0,39.1895594980001,-74.721693092
08232,NJ,ATLANTIC,0,2,0,0,39.38175087250005,-74.5299144575
08234,NJ,ATLANTIC,0,3,0,0,39.385168660333335,-74.560777879
08240,NJ,ATLANTIC,2,1,0,0,39.478698746666666,-74.53972265666667
08244,NJ,ATLANTIC,1,0,0,0,39.31396749,-74.59251302
08302,NJ,CUMBERLAND,1,2,0,0,39.45652737733334,-75.23307719266667
08318,NJ,SALEM,1,2,0,0,39.52016902333337,-75.14170586
08330,NJ,ATLANTIC,1,1,0,0,39.440115574000046,-74.68820987149995
08332,NJ,CUMBERLAND,0,3,1,0,39.40705875151418,-75.04583528631122
08360,NJ,CUMBERLAND,2,5,1,0,39.468305215602435,-75.01720124171642
08401,NJ,ATLANTIC,4,2,1,0,39.3635077159817,-74.42753299616754
08502,NJ,SOMERSET,2,0,1,0,40.46328530696012,-74.67576175596132
08512,NJ,MIDDLESEX,0,1,0,0,40.3151672230001,-74.511637061
08518,NJ,BURLINGTON,0,1,0,0,40.113084687,-74.809350598
08520,NJ,MERCER,0,2,0,0,40.25770548300005,-74.52231097749996
08527,NJ,OCEAN,0,5,0,0,40.133080291800056,-74.27983361359998
08534,NJ,MERCER,1,1,0,0,40.31256718550005,-74.801002779
08536,NJ,MIDDLESEX,1,2,0,0,40.33888833400004,-74.62176775233333
08540,NJ,MERCER,1,7,1,0,40.36001044821032,-74.63370824921736
08550,NJ,MERCER,0,1,1,0,40.286547687814924,-74.61383038440428
08558,NJ,SOMERSET,0,2,0,0,40.414474043121444,-74.63887021836794
08560,NJ,MERCER,0,0,1,0,40.30944472037879,-74.81443883915559
08608,NJ,MERCER,0,0,1,0,40.2234088431091,-74.76418851317119
08609,NJ,MERCER,0,0,1,0,40.23070258794685,-74.723690524288
08611,NJ,MERCER,1,2,1,0,40.20611000910298,-74.75589697488073
08618,NJ,MERCER,1,1,0,0,40.23644778400005,-74.79155676549999
08619,NJ,MERCER,0,4,0,0,40.223465076750024,-74.69023343599997
08628,NJ,MERCER,1,3,1,0,40.261448376289636,-74.80143015877815
08629,NJ,MERCER,1,1,0,0,40.21657819,-74.741428305
08638,NJ,MERCER,1,3,0,0,40.244192293,-74.75122750924999
08641,NJ,BURLINGTON,1,0,0,0,40.03179885,-74.61578326
08648,NJ,MERCER,1,3,1,0,40.28574347121544,-74.73126038921934
08690,NJ,MERCER,1,5,0,0,40.2236845626667,-74.66307942216663
08691,NJ,MERCER,0,2,0,0,40.215199780000106,-74.6439303959999
08701,NJ,OCEAN,2,9,0,0,40.06936841181823,-74.20562017454542
08720,NJ,MONMOUTH,0,1,0,0,40.137601725,-74.1281706899999
08721,NJ,OCEAN,0,2,0,0,39.8913293285001,-74.1767219675
08723,NJ,OCEAN,0,3,0,0,40.04368345000003,-74.151023018
08724,NJ,OCEAN,2,7,0,0,40.08203831533335,-74.12857931799998
08734,NJ,OCEAN,0,1,0,0,39.8577267700001,-74.176528062
08742,NJ,OCEAN,0,1,0,0,40.075388532,-74.0613348529999
08753,NJ,OCEAN,0,2,0,0,39.99817944850005,-74.1979484574999
08755,NJ,OCEAN,4,9,1,0,40.00233291871757,-74.21636118584578
08757,NJ,OCEAN,0,4,0,0,39.997714484250054,-74.256619558
08759,NJ,OCEAN,0,6,0,0,39.95916015500004,-74.3483989048333
08805,NJ,SOMERSET,0,2,0,0,40.57633213600005,-74.54962773099999
08807,NJ,SOMERSET,0,10,1,0,40.58757081111866,-74.60871674603732
08812,NJ,SOMERSET,0,2,0,0,40.6071763765,-74.46235633
08816,NJ,MIDDLESEX,0,4,0,0,40.4125706072501,-74.41350219499998
08817,NJ,MIDDLESEX,0,1,1,0,40.5270385799269,-74.40296381376616
