OBJECTID,Name,Address,City,State,Zip,Status,x,y
55560,BiologicTx,7959 Deering Ave,Canoga Park,CA,913045009,open,-13201957.2745264,4057730.68824996
55563,PIH Health Community Pharmacy,12462 Putnam Street Suite 105,Whittier,CA,906021002,open,-13140832.6326878,4024876.61818631
55566,Bravo Pharmacy,7316 Compton Ave.,Los Angeles,CA,90001,open,-13163247.8140344,4025233.94239357
55575,ELITE CARE PHARMACY,5101 SANTA MONICA BLVD #6,LOS ANGELES,CA,90029,open,-13169177.358031,4041025.50698651
55576,Providence Saint Joseph Medical Center Retail Pharmacy,501 S Buena Vista St # 110,Burbank,CA,915054504,open,-13172254.4513955,4049772.33443406
55577,Gateways Hospital,1891 Effie Street,Los Angeles,CA,90026,open,-13164263.4930684,4040152.08120361
55582,COSTCO PHARMACY #1071,13550 W PAXTON ST,PACOIMA,CA,913312352,open,-13183248.9209037,4065486.09723403
55584,HARVARD FAMILY PHARMACY,145 S GLENDALE AVE,GLENDALE,CA,91205,open,-13163341.6563652,4048248.02019262
55586,WALGREENS #11473,490 W Huntington Dr,Monrovia,CA,910163202,open,-13136751.3261968,4047660.51702347
55593,RALPHS PHARMACY,10772 Jefferson Blvd,Culver City,CA,902304933,open,-13179518.2708088,4029077.42864889
55594,Allure Pharmacy and Compounding,11670 San Vicente Blvd Ste A,Los Angeles,CA,900495127,open,-13187383.7720697,4035998.64771575
55600,WALGREENS #12460,617 W 7th St Ste 100,Los Angeles,CA,900173897,open,-13164320.1546892,4035220.86206126
55604,Walgreens #9685,2400 N Sepulveda Blvd,Manhattan Beach,CA,902662914,open,-13179758.3869504,4014553.00515604
55608,Western University Pharmacy,"795 East Second Street, Suite 1",Pomona,CA,91766,open,-13106924.6044727,4036619.94703405
55621,California Specialty Pharmacy,13027 Hadley St Ste B,Whittier,CA,906014206,open,-13139761.0712694,4026509.09844098
55625,Annex Pharmacy and Medical Supply Inc,20177 Saticoy St,Winnetka,CA,913062506,open,-13199476.4083546,4056829.32521704
55627,MEDICORX SPECIALTY,7039 Valjean Ave,Van Nuys,CA,914063915,open,-13189798.6257835,4055506.21738943
55628,Arianna Medical Pharmacy,3600 N Verdugo Rd Ste 103,Glendale,CA,912081243,open,-13160867.1354043,4056164.25244447
55629,Walgreens #12023,24790 Valley St,Santa Clarita,CA,913212629,open,-13195813.885788,4079815.47548742
55631,CVS Pharmacy #17593,809 N Azusa Ave,Azusa,CA,91702,open,-13125445.3847534,4047042.38026876
55635,Watsons Pharmacy and Home Health,8622 Garvey Ave Ste 102,Rosemead,CA,917703291,open,-13144730.2620189,4037158.37115305
55637,GOLDEN CARE PHARMACY,4128 S Broadway,LOS ANGELES,CA,90037,open,-13166661.2035806,4029932.68245774
55639,AVS PHARMACY,511 1/2 E BROADWAY BLVD,GLENDALE,CA,91205,open,-13163474.7944761,4048504.92787245
55640,Walgreens #10764,2376 E Colorado Blvd,Pasadena,CA,911074249,open,-13146977.802538,4048387.36834944
55646,Walgreens #12913,1500 E Gage Ave,Los Angeles,CA,900011724,open,-13163242.6933378,4026369.07802773
55649,USC I.D.S. Pharmacy,1441 Eastlake Ave Ste 2407,Los Angeles,CA,900890112,open,-13158666.5717103,4037019.83234271
55650,VM Pharmacy,12626 South St,Cerritos,CA,907037232,open,-13142667.177896,4009775.59498408
55653,Olive Branch Pharmacy 1,2070 S Central Ave,Los Angeles,CA,900111235,open,-13163750.1988964,4031841.08714806
55654,Med Zone Pharmacy,418 E. Glenoaks Blvd. Suite 102,Glendale,CA,912072014,open,-13163588.5629957,4050036.00289687
55655,Alpha Medical Pharmacy II,1418 S San Gabriel #A,San Gabriel,CA,91776,open,-13145785.5707916,4039922.24345408
55656,SAMS PHARMACY 10-6626,5871 Firestone Blvd,South Gate,CA,902803705,open,-13153751.0369554,4021956.56298888
55658,Alexander Pharmacy #1,1084 N Western Ave,Los Angeles,CA,900292310,open,-13170092.0702869,4040942.97358135
55660,SUPER CARE DRUGS - BEVERLY HILLS,220 N Canon Dr,Beverly Hills,CA,902105302,open,-13180040.3592206,4038007.10932859
55662,HEALTH GUARD PHARMACY,1833 E CESAR CHAVEZ AVE,LOS ANGELES,CA,90033,open,-13159667.1112936,4035601.48537211
55663,LANDMARK SPECIALTY PHARMACY,1208 W Magnolia Blvd,Burbank,CA,91506,open,-13171529.0935935,4052453.15936142
55665,EL MONTE COMMUNITY PHARMACY,10808 RAMONA BLVD,EL MONTE,CA,917312628,open,-13140081.1148054,4038451.66052268
55666,KAISER PERMANENTE PHARMACY #336,1550 W Manchester Ave Fl 1,Los Angeles,CA,900475424,open,-13169577.7742394,4023408.10897842
55669,"Vermont Galleria Pharmacy, Inc.",440 S Vermont Ave # 109,Los Angeles,CA,900201910,open,-13168141.7528082,4037654.22221997
55671,CVS Pharmacy #02396,3335 S Figueroa St Unit Q,Los Angeles,CA,90007,open,-13166878.2765877,4031788.70583798
55676,CVS Pharmacy #02289,19701 Vanowen St,Winnetka,CA,913063927,open,-13198312.6743979,4054881.32803417
55688,AltaMed Pharmacy 3,5427 Whittier Blvd,Los Angeles,CA,900224101,open,-13152774.3197431,4031465.15584993
55689,GOLDEN COVE PHARMACY AND HOME HEALTHCARE,31238 PALOS VERDES DRIVE WEST,RANCHO PALOS VERDES,CA,90275,open,-13181037.1139411,3995083.78312912
55690,Best Choice Pharmacy & Medical Supplies,7148 Foothill Blvd.,Tujunga,CA,91042,open,-13167728.2008999,4062159.93075976
55694,Devonshire Medical Pharmacy,17075 DEVONSHIRE ST STE 105,NORTHRIDGE,CA,91325,open,-13191897.220824,4063457.14748766
55698,Crown Valley Pharmacy,3720 West Sierra Highway Unit G,Acton,CA,935101272,open,-13157508.5150476,4095195.17042701
55705,Grace Pharmacy,20627 GOLDEN SPRINGS DR. STE # 2C,DIAMOND BAR,CA,91789,open,-13119576.8438377,4028485.14019626
55709,SMC PHARMACY,1908 SANTA MONICA BLVD STE 4,SANTA MONICA,CA,90404,open,-13189180.6912901,4032550.13887048
55714,CCRX,1919 W 7th St Unit M,Los Angeles,CA,90057,open,-13166319.4527439,4036299.7532956
55722,Cal Med Pharmacy,1414 S GRAND AVE STE 101,LOS ANGELES,CA,900153067,open,-13165254.125217,4033731.00466182
55727,CVS Pharmacy #01573,4744 Lankershim Blvd,North Hollywood,CA,916021833,open,-13176836.4729561,4049881.56776901
55728,CVS Pharmacy #02958,16461 Ventura Blvd,Encino,CA,914364368,open,-13190467.5446037,4050000.08443499
55731,Walgreens #12057,1050 N Highland Ave,Los Angeles,CA,900382407,open,-13173361.5237315,4040960.44803086
55732,LG Pharmacy,5400 Hollywood Blvd Unit A,Los Angeles,CA,900273406,open,-13169897.7064559,4042445.20215402
55737,PLAZA WEST PHARMACY,8540 S SEPULVEDA BLVD SUITE 102,LOS ANGELES,CA,900453807,open,-13179781.3187655,4023453.74118922
55741,MIRACLE PHARMACY,7418-7420 Foothill Blvd,Tujunga,CA,91042,open,-13168409.2535445,4062635.59556493
55742,TRINITY PHARMACY,1335 S Grand Ave,Glendora,CA,917405046,open,-13121530.8348596,4044313.48501382
55744,SAMS PHARMACY 10-6617,1399 W Artesia Blvd,Gardena,CA,902483363,open,-13168970.6377366,4011758.39842422
55748,Cerritos Medical Pharmacy,13325 Artesia Blvd,Cerritos,CA,907031316,open,-13141044.9189567,4011929.34583946
55750,Walgreens #9842,8030 Imperial Hwy,Downey,CA,902423714,open,-13152555.6882632,4018495.92829323
55757,CVS Pharmacy #16069,43525 10th St W,Lancaster,CA,93534,open,-13152296.4251692,4119605.37217841
55761,CVS Pharmacy #16041,2120 W Main St,Alhambra,CA,91801,open,-13152079.9087596,4041039.21780562
55763,Torrance Pharmacy & Compounding Center,23600 Telo Ave Ste 155,Torrance,CA,905054035,open,-13173321.3373953,4003584.86217093
55768,ROSE PHARMACY,12540 Mccann Dr,Santa Fe Springs,CA,906703337,open,-13142909.186469,4021618.93321431
55770,Heidi's Pharmacy,3150 Colima Rd Ste B,Hacienda Heights,CA,917456356,open,-13132891.4341731,4026160.59444066
55771,CareMax Pharmacy #2,4301 S Figueroa St Ste E,Los Angeles,CA,900372671,open,-13167193.3107466,4029504.30897492
55772,Platinum Pharmacy.,1377 Westwood Blvd,Los Angeles,CA,900244811,open,-13184930.2904927,4036265.35618228
55775,Walgreens #6496,2321 Hawthorne Blvd,Redondo Beach,CA,902783400,open,-13174995.5825368,4011818.73251447
55781,UMC Pharmacy,4318 W Victory Blvd,Burbank,CA,915051334,open,-13175587.8022278,4053614.15858869
55782,"W & P Pharmacy, Inc.",9205 Whittier Blvd,Pico Rivera,CA,906602450,open,-13144689.2964463,4028841.77177174
55784,"Community, A Walgreens Pharmacy #15190",1399 Roxbury Dr,Los Angeles,CA,900354709,open,-13180488.197532,4036040.7025907
55787,PAYLESS PHARMACY,8841 Valley Blvd,Rosemead,CA,917701713,open,-13144261.0503652,4039662.57270363
55793,Eastland Pharmacy,18339 Colima Rd Ste A STE A,ROWLAND HEIGHTS,CA,917482792,open,-13125134.2467766,4027262.52636385
55794,B&B Pharmacy,10244 ROSECRANS AVE,BELLFLOWER,CA,90706,open,-13148625.9989187,4015635.97980292
55795,THE PRESCRIPTION CENTER,9730 Wilshire Blvd Ste 103 & 114,Beverly Hills,CA,902122003,open,-13181055.3703376,4037768.17695279
55797,CVS Pharmacy #03055,38012 47th St East,Palmdale,CA,93552,open,-13140625.0218374,4106062.70474141
55809,Bonita Family Pharmacy,250 W Bonita Ave,Pomona,CA,917671863,open,-13108364.5220861,4041879.23861777
55813,UCLA 16th Street Pharmacy,1223 16th St Rm 1202,Santa Monica,CA,904041217,open,-13189806.7521063,4032561.28741229
55817,ACTON VALE PHARMACY,3630 SMITH AVE STE A,ACTON,CA,935101957,open,-13157475.6757978,4091812.31360384
55820,Walgreens #12529,305 N Breed St,Los Angeles,CA,900331801,open,-13158946.7628686,4035188.61781867
55822,"Community, A Walgreens Pharmacy #15294",8490 SANTA MONICA BLVD STE 1,WEST HOLLYWOOD,CA,900694261,open,-13177559.7156877,4040799.95294162
55824,"Community, A Walgreens Pharmacy #15293",4940 VAN NUYS BLVD STE 104,SHERMAN OAKS,CA,914031700,open,-13185626.1486296,4050364.92443103
55825,Walgreens #11918,11000 Ventura Blvd,Studio City,CA,916043546,open,-13176929.8700088,4047654.46460767
55826,Pico Aliso Community Pharmacy,1625 E 4th St,Los Angeles,CA,900334201,open,-13160397.7011116,4034591.5784166
55832,Kyoto Pharmacy,420 E 3rd St Ste 106,Los Angeles,CA,900131645,open,-13162619.1928699,4035095.91612962
55838,BURBANK VILLAGE PHARMACY,337 E Magnolia Blvd,Burbank,CA,915021132,open,-13170218.9745064,4053679.82829584
55839,WILTON CARE PHARMACY,5660 Hollywood Blvd,Los Angeles,CA,900286810,open,-13170585.9948675,4042446.27764597
55840,DUOMO PHARMACY,12157 Victory Blvd # A,North Hollywood,CA,916063204,open,-13180058.2816586,4053917.74959671
55846,ST MARY PHARMACY,505 W Willow St,Long Beach,CA,908062830,open,-13157786.0345381,4002606.58378279
55852,CVS Pharmacy #04524,5176 E Whittier Blvd,Los Angeles,CA,90022,open,-13153264.7934196,4031529.35474368
55854,PICO SQUARE PHARMACY,2334 W Pico Blvd,Los Angeles,CA,900064802,open,-13167705.3804042,4035126.81660882
55856,BIG 8 PHARMACY,4318 Maine Ave Ste C,Baldwin Park,CA,917063326,open,-13131260.6036329,4041033.1689128
55858,Carefirstrx Pharmacy,7325 Medical Center Dr Ste 102,West Hills,CA,913074110,open,-13205790.0045944,4056129.79517242
55859,CVS Pharmacy #05483,5601 Van Nuys Blvd,Sherman Oaks,CA,914014603,open,-13185690.2686563,4051970.92476106
55860,WalMart Pharmacy 10-5874,22015 Hawthorne Blvd,Torrance,CA,905037006,open,-13174998.810802,4005708.23597056
55865,WalMart Pharmacy 10-5605,14530 Nordhoff St,Panorama City,CA,914021811,open,-13185638.8390516,4060432.51424639
55871,PHARMACY 90210,9735 WILSHIRE BLVD SUITE 110,BEVERLY HILLS,CA,90212,open,-13181056.9288105,4037862.24421887
55874,CVS Pharmacy #17631,735 S Figueroa St,Los Angeles,CA,90017,open,-13164730.9236103,4035353.87052663
55888,Peticub,1804 S La Cienega Blvd # 102,Los Angeles,CA,900354670,open,-13177623.9470339,4034747.95564973
55889,ENCINO FAMILY PHARMACY,16060 VENTURA BLVD UNIT 109,ENCINO,CA,91436,open,-13189505.8555227,4049782.28915261
55893,Qualicare Pharmacy Services,3779 s western ave,Los Angeles,CA,90018,open,-13170130.5868307,4031200.9771777
55897,PAYLESS PHARMACY III,3109 Del Mar Ave,Rosemead,CA,917702366,open,-13146793.1235028,4037498.20821477
55898,GRACE PHARMACY,1724 E Washington Blvd,Pasadena,CA,911042751,open,-13148510.1153288,4051490.05607416
55899,Walgreens #15278,1501 Vine St,Los Angeles,CA,900287304,open,-13172062.9818714,4041987.99284596
55901,WalMart Pharmacy 10-5603,12270 Paramount Blvd,Downey,CA,902423549,open,-13152253.4558457,4019154.91378189
55905,American Integrative Pharmacy,1852 lomita Blvd #204,lomita,CA,90717,open,-13170308.5866965,4001715.59513382
55906,CAL OAKS III HM PHARMACY,2010 Huntington Dr Ste A,San Marino,CA,911082022,open,-13147929.8068233,4044975.17489799
55907,Total Care Pharmacy,19409 Soledad Canyon Rd,Santa Clarita,CA,913512632,open,-13188618.7505006,4084843.58803421
55908,Delta Drugs,437 FERNANDO CT,Glendale,CA,91204,open,-13164799.9416945,4046085.6526274
55910,WalMart Pharmacy 10-5954,2753 E Eastland Center Dr,West Covina,CA,917911622,open,-13123150.0881727,4038657.54682387
55918,Exclusive Medical Pharmacy,65 N Madison Ave Ste 100,PASADENA,CA,91101,open,-13151150.7249699,4048541.64865924
55919,Balboa Pharmacy,10700 Balboa Blvd # 101,Granada Hills,CA,913445001,open,-13191591.4261827,4064459.52150924
55920,PLANET PHARMACY INC.,121 N. ROBERTSON BLVD.,BEVERLY HILLS,CA,90211,open,-13178429.5661888,4037864.52871927
55922,Alliance Pharmacy,323 N Prairie Ave Ste 100,Inglewood,CA,903014502,open,-13174027.5482449,4024275.55483954
55923,CVS Pharmacy #03825,303 S La Brea Ave,Los Angeles,CA,900363526,open,-13174032.7802609,4038025.11680869
55930,Mickey Fine Pharmacy & Snack Shop,"2000 Avenue Of The Stars, QSR 45",Los Angeles,CA,900674700,open,-13181947.9300148,4036674.09734764
55934,EAST REMEDY PHARMACY,816 E Broadway,Glendale,CA,912051218,open,-13163017.8279664,4048445.87894399
55936,Reliance Pharmacy,11333 North Sepulveda Blvd Ste 1200,Mission Hills,CA,913451113,open,-13187867.5665767,4065984.53390849
55941,BETTER VALUE PHARMACY,2707 E Valley Blvd #100,WEST COVINA,CA,91792,open,-13123172.0181124,4029223.12208839
55950,USC Health Center Pharmacy,1150 W Jefferson Blvd (PSB) STE 150,Los Angeles,CA,900890028,open,-13168029.3201225,4031865.26321851
55956,GRAND SPECIALTY PHARMACY,1513 S Grand Ave # 100,Los Angeles,CA,900153070,open,-13165346.5203943,4033666.52470003
55958,KOVAC'S CARE PHARMACY,14423 Gilmore St,Van Nuys,CA,914011430,open,-13185501.2481609,4054048.42003449
55961,CureRx,5060 W Sunset Blvd Ste C,Los Angeles,CA,900275840,open,-13169085.7420901,4041951.15878823
55962,Venice Family,604 Rose Ave,Venice,CA,902912767,open,-13188204.3080364,4028688.16102126
55963,Owl Specialty Pharmacy,1010 E Arrow Hwy,Covina,CA,917241020,open,-13121242.2947395,4043043.86358744
55969,YASMIN'S PHARMACY,99 N La Cienega Blvd Ste 104,Beverly Hills,CA,902112286,open,-13177625.9507848,4037853.24060405
55970,ALEX PHARMACY,140 W Valley Blvd Ste 105,San Gabriel,CA,917763784,open,-13146981.5874007,4039270.79290209
55973,La Mirada Pharmacy,15651 Imperial Hwy Ste 102A,La Mirada,CA,90638,open,-13135396.1227159,4017768.02961367
55974,CAREQUEST PHARMACY,6901 Canby Ave Ste 108,Reseda,CA,913354391,open,-13195285.8974432,4055130.17603658
55978,LYONS PHARMACY & COMPOUNDING LAB,23206 Lyons Ave Ste 112,Newhall,CA,913212671,open,-13195625.7558486,4079823.70319601
55980,San Antonio Pharmacy,13931 San Antonio Dr,Norwalk,CA,906504036,open,-13144635.5291323,4015982.15097702
55981,LOTUS PHARMACY,1135 S San Gabriel Blvd # 2,San Gabriel,CA,917763114,open,-13145856.1473488,4040442.67803167
55983,STATE PHARMACY,15714 1/2 Vanowen St,Van Nuys,CA,914065029,open,-13188644.9105809,4054845.12507474
55985,Kaiser Permanente Pharmacy #120,18600 S Figueroa St FL 1,Gardena,CA,902484505,open,-13166952.971966,4010171.45791092
55992,WalMart Pharmacy 10-5604,14441 Inglewood Ave,Hawthorne,CA,902506715,open,-13175932.5586908,4015603.12023995
55997,PRIORITY CARE PHARMACY,5652 Vineland Ave Ste 102,North Hollywood,CA,916012062,open,-13176880.6667939,4052144.09091179
56000,WalMart Pharmacy 10-2226,19340 Hawthorne Blvd,Torrance,CA,905033448,open,-13175046.9008221,4009388.19074374
56002,CHASE PHARMACY,14427 Chase St # 101,Panorama City,CA,914023020,open,-13185550.7853343,4059041.80395607
56020,Dume Plaza Pharmacy,29211 HEATHER CLIFF RD,MALIBU,CA,90265,open,-13225879.2765005,4031603.22421101
56021,Winnetka Pharmacy,19944 Ventura Blvd,Woodland Hills,CA,913642629,open,-13198869.9397688,4051838.26001718
56025,PRIMA PHARMACY,12643 Sherman Way Ste C,North Hollywood,CA,916055271,open,-13181159.2314225,4055871.77275373
56032,GLENMED PHARMACY,"1436 W Glenoaks Blvd, Suite A",Glendale,CA,912011984,open,-13167529.9408868,4051372.73473916
56035,WalMart Pharmacy 10-3133,1425 N Hacienda Blvd,La Puente,CA,917441133,open,-13130010.8197098,4034997.70690224
56041,EZ Pharmacy,625 E Valley Blvd Ste J,San Gabriel,CA,917763591,open,-13145949.2104431,4039616.33795322
56042,Rx e-fill Solutions,28341 Constellation Rd,Santa Clarita,CA,913555048,open,-13200044.8056746,4089528.75045334
56043,Kaiser Permanente Pharmacy #264,5250 Lankershim Blvd Fl 9,North Hollywood,CA,916013186,open,-13177463.5356477,4051125.98717086
56047,MED ZONE PHARMACY,18251 Roscoe Blvd Ste 103,Northridge,CA,913254200,open,-13194839.7289241,4058512.03518846
56053,CVS Pharmacy #17659,701 Rio Rancho Rd,POMONA,CA,91766,open,-13108541.0747985,4033452.93743257
56059,San Antonio Pharmacy at Casa Colina,"255 EAST BONITA AVE BUILDING 1, SUITE 102",POMONA,CA,91767,open,-13107419.5309287,4041710.53046927
56060,CVS Pharmacy #10022,1303 W Sepulveda Blvd,Torrance,CA,90501,open,-13168982.5489221,4003801.50947439
56061,WalMart Pharmacy 10-5661,14865 Telegraph Road,La Mirada,CA,906381060,open,-13137215.9737514,4017874.13949104
56069,MERCY SOUTH GATE PHARMACY,8116 California Ave Ste A,South Gate,CA,902802400,open,-13158445.0459236,4023673.44941592
56070,Santa Maria Pharmacy,2288 S Garey Ave,Pomona,CA,917665645,open,-13107757.8308612,4032812.60261609
56073,Olive Hill Pharmacy,255 S Hill St # 217,Los Angeles,CA,900123500,open,-13163422.9195934,4035782.46392429
56078,VONS PHARMACY #3138,16550 W SOLEDAD CANYON RD,SANTA CLARITA,CA,913873215,open,-13183004.3519824,4086089.29257553
56080,The Medicine Cabinet #3,3270 Tweedy Blvd Ste C,South Gate,CA,902804372,open,-13159365.8807515,4021396.17817581
56087,AP6 Pharmacy,6336 Passons Blvd,Pico Rivera,CA,906603355,open,-13145236.2091046,4026892.65308953
56092,CVS Pharmacy #10292,4030 S Western Ave,Los Angeles,CA,900621634,open,-13170066.466804,4030226.77889835
56093,WALGREENS #12881,460 S Broadway,Los Angeles,CA,900131103,open,-13163580.9932704,4035262.51100966
56094,CVS Pharmacy #10008,6265 E 2nd St Ste 101,Long Beach,CA,908034651,open,-13148237.9391738,3996408.4732019
56098,Farmacia Superior,1175 S Robertson Blvd,Los Angeles,CA,900351403,open,-13178438.8057065,4036208.38619185
56099,CVS Pharmacy #04019,5837 S Central Ave,Los Angeles,CA,900011127,open,-13164278.9664776,4027299.5814797
56100,GREYWELL PHARMACY,10672 Riverside Dr,North Hollywood,CA,916022319,open,-13176141.950653,4049239.76970792
56101,PING ON MEDICAL PHARMACY,650 N Broadway Ste B,Los Angeles,CA,900122802,open,-13162343.0092133,4036850.1212376
56107,HEALTHRX SPECIALTY PHARMACY,1844 E Route 66,Glendora,CA,917403868,open,-13116801.6489323,4046070.59092994
56108,Zenith Pharmacy,3919 Beverly Blvd Ste 101,Los Angeles,CA,900043432,open,-13168417.2685479,4039074.16887615
56110,Allcare Pharmacy,11028 Lower Azusa Rd,El Monte,CA,917311440,open,-13138570.9545933,4041145.2755821
56111,Virgil Pharmacy,2999 W 6th St Ste 103,Los Angeles,CA,900201256,open,-13167620.7775913,4037380.09050602
56114,Alpha Medical Pharmacy III,401 N Garfield Ave # 101,Monterey Park,CA,917541201,open,-13149376.8488841,4037708.64621307
56115,PHILLIPS RANCH PHARMACY,3040 W TEMPLE AVE,POMONA,CA,91766,open,-13113244.211965,4034408.06629098
56116,WalMart Pharmacy 10-3180,4651 Firestone Blvd,South Gate,CA,902803446,open,-13156601.5951561,4022430.68396877
56117,NEXTRX,38900 TRADE CENTER DR,PALMDALE,CA,93551,open,-13151568.6183383,4108067.55479046
56120,APHA DRUGSTORE INC,1011 Amador St,Claremont,CA,917113600,open,-13106152.158526,4043036.8725243
56124,Unicare Pharmacy,301 S FAIR OAKS AVE STE 104,PASADENA,CA,911052536,open,-13152504.4812974,4047668.31791969
56134,Walmart Pharmacy 10-5602,20226 Avalon Blvd,Carson,CA,907463829,open,-13165059.3161081,4008461.28881808
56136,Venice Family (Store #2),2509 Pico Blvd,Santa Monica,CA,904051828,open,-13187282.1373746,4031934.83686291
56137,Medcompounders Pharmacy INC,3855 Atlantic Ave,Long Beach,CA,908073324,open,-13156342.4433815,4005830.98482174
56146,Valencia Pharmacy,25050 Peachland Ave Ste 100,Newhall,CA,913212523,open,-13196564.179156,4079786.61111452
56149,La Familia Pharmacy,14359 Pioneer Blvd Ste B,Norwalk,CA,906504870,open,-13144927.4088371,4015446.870957
56152,Kaiser Permanente Pharmacy #082,10820 183rd St Fl 1,Cerritos,CA,907038013,open,-13147152.7967776,4010690.0014122
56160,Kaiser Permanente Pharmacy #002,4867 Sunset Blvd FL 1,Los Angeles,CA,900275969,open,-13168575.5648638,4042007.61980135
56161,Kaiser Permanente Pharmacy #122,25821 S Vermont Ave Fl 1,Harbor City,CA,907103518,open,-13168487.9564245,4000604.06630824
56163,WALGREENS #12720,1911 Lincoln Blvd,Santa Monica,CA,904051314,open,-13189384.6285973,4030421.37016507
56164,CVS Pharmacy #17648,30740 Russell Ranch Rd,Westlake Village,CA,91362,open,-13224124.6586866,4048702.79109733
56165,Grand Pharmacy Inc,505 S. Virgil Ave # 107,Los Angeles,CA,90020,open,-13167675.3241417,4037519.8431042
56168,PMQ Pharmacy 1,522 S. San Pedro Street,Los Angeles,CA,900132102,open,-13162876.3408936,4034640.47965748
56169,InfuCare Rx,6108 San Fernando Rd,Glendale,CA,912012240,open,-13167151.677257,4050570.08481227
56172,Prime Formula Pharmacy,18397 COLIMA RD,Rowland Heights,CA,91748,open,-13125040.5157654,4027300.65554283
56173,CVS Pharmacy #10309,210 West 7th St,Los Angeles,CA,900141834,open,-13163835.9149043,4034793.63325346
56177,Lancaster Pharmacy,1841 W Avenue I Ste 107,Lancaster,CA,935341475,open,-13154117.1667606,4123677.95687956
56178,True Care Family Pharmacy,22030 Sherman Way #100,Canoga Park,CA,913031627,open,-13203249.5824951,4055803.39846918
56182,Walgreens #15930,2050 Glenoaks Blvd,San Fernando,CA,913401625,open,-13184465.7542576,4068984.50837518
56187,B & A PHARMACY,230 E Valley Blvd Ste 103,San Gabriel,CA,917763597,open,-13146514.7134563,4039473.73718792
56189,QueensCare Health Center - Hollywood Pharmacy,4618 Fountain Ave,Los Angeles,CA,900291977,open,-13168004.495876,4041613.47400664
56190,Kaiser Permanente Pharmacy #260,615 W Avenue L,Lancaster,CA,935347211,open,-13151437.7066172,4123789.5331178
56191,AP 7 Pharmacy,1300 S Sunset Ave,West Covina,CA,917903342,open,-13129791.9655909,4036828.35325035
56197,Normandy Pharmacy,12914-B Sherman Way,North Hollywood,CA,91605,open,-13181807.2221785,4055827.22174597
56200,WALGREENS #15469,105 E Glenoaks Blvd,Glendale,CA,912072007,open,-13164091.3931356,4050216.269552
56204,Premier Care Pharmacy,13703 Burbank Blvd,Van Nuys,CA,914015040,open,-13183735.8323564,4051961.10267314
56206,QueensCare Health Center - East LA Pharmacy,4816 E 3rd St,Los Angeles,CA,900221602,open,-13153562.7956964,4033248.62279284
56207,A & G CARE PHARMACY,7233 Corbin Ave,Winnetka,CA,913063006,open,-13198306.6631454,4055902.05677125
56208,LOMITA CARE PHARMACY,3655 Lomita Blvd Ste 102,Torrance,CA,905051900,open,-13174522.6973399,4004029.41560311
56215,"Regional Care Pharmacy, INC",326 E Avenue I,Lancaster,CA,935351914,open,-13149616.1857893,4123661.03096963
56217,WalMart Pharmacy 10-3132,778 E Arrow Hwy,Pomona,CA,917671829,open,-13106436.2458665,4040885.44250641
56218,PACIFIC VIEW PHARMACY,2491 Pacific Ave Ste 1,Long Beach,CA,908062900,open,-13157303.0192676,4002301.94387907
56221,Pax Pharmacy,931 Buena Vista St Ste 104,Duarte,CA,910101780,open,-13133289.7353111,4047833.21397905
56226,ATLANTIC DRUGS,4233 ATLANTIC AVE,LONG BEACH,CA,90807,open,-13156342.4433815,4006481.46848001
56227,UNI-MED PHARMACY,2490 HONOLULU AVE SUITE 110,MONTROSE,CA,91020,open,-13161487.852885,4056581.11296785
56228,GALAXY PHARMACY,1295 E Anaheim St,Long Beach,CA,908133709,open,-13155268.9895318,3999686.17849221
56229,Olive Tree Pharmacy,14124 Foothill Blvd Ste 102,Sylmar,CA,913428053,open,-13184867.5062998,4071305.97200547
56232,Medx Medical Supply / Pharmacy,3200 Los Feliz Blvd,Los Angeles,CA,900391599,open,-13165592.981747,4045367.68908398
56233,Pacific Drugs,1047 North State St,Los Angeles,CA,900331332,open,-13159156.0435113,4036509.36295025
56238,Mintwood Pharmacy,455 N. Lake Ave,Pasadena,CA,91101,open,-13150476.1288557,4049494.68201502
56240,HOPE SPECIALTY PHARMACY,330 N Brand Blvd Ste 155,Glendale,CA,912032324,open,-13164040.9654063,4049120.18484983
56241,TFC PHARMACY,4914 1/2 W Slauson Ave,Los Angeles,CA,90056,open,-13176138.1657903,4027102.22409691
56245,Los Angeles County Health Services Central Pharmacy,313 N Figueroa St Ste 1225,Los Angeles,CA,900122602,open,-13163461.8814152,4036823.78466571
56247,Mekagreen Pharmacy,1373 W 29th St Ste A,Los Angeles,CA,900077800,open,-13168088.3194526,4032629.52209864
56253,CVS Pharmacy #10146,12746 W Jefferson Blvd Ste 3160,Playa Vista,CA,90094,open,-13182130.1600212,4025789.28024051
56255,Walmart Pharmacy 10-4101,3705 E South St,Long Beach,CA,908054521,open,-13152287.9648879,4010068.23462958
56256,Walmart Pharmacy 10-5689,3875 Rancho Vista Blvd,Palmdale,CA,935512572,open,-13157979.7304521,4111537.94829948
56259,ScriptsRus pharmacy,15630 Ventura blvd,Encino,CA,91436,open,-13188517.227125,4049618.97906135
56266,DR IKE'S PHARMACY #1,7640 Tampa Ave Ste E,Reseda,CA,913351735,open,-13197296.7727249,4056989.77767364
56268,DORAN PHARMACY INC,525 N Glendale Ave,Glendale,CA,912063307,open,-13162833.7055287,4049482.03715362
56269,ST. LUKE PHARMACY #4,16317 Clark Ave,Bellflower,CA,907065209,open,-13150626.2988488,4013434.73189577
