OBJECTID,Name,Address,City,State,Zip,Status,x,y
56994,TOPANGA PHARMACY,22124 Ventura Blvd,Woodland Hills,CA,913641660,open,-13203496.2664867,4051427.62805696
56995,Health Mart Midway,10410 LOWER AZUSA RD 102,EL MONTE,CA,91731,open,-13140234.9583417,4041108.30983168
56996,Health Mart Bell Gardens,7625 EASTERN AVE C,BELL GARDENS,CA,90201,open,-13154142.213646,4023895.71200949
57000,PRIME LIBERTY PHARMACY,7335 Van Nuys Blvd Ste 107,Van Nuys,CA,914051951,open,-13185681.1404581,4056228.86011161
57004,Kaiser Permanente Pharmacy #568,12761 Schabarum Ave Plaza Level RM 1100,Irwindale,CA,917066807,open,-13135318.7556698,4039722.7856834
57006,Good Samaritan Total Care Pharmacy,1245 Wilshire BLVD Suite 201,Los Angeles,CA,90017,open,-13165317.1320488,4036022.83260889
57011,HUBBARD PHARMACY,2012 Glenoaks Blvd,San Fernando,CA,913401625,open,-13184422.3396562,4068932.22499941
57014,GNRX PHARMACY INC,2440 S Western Ave,San Pedro,CA,907324334,open,-13170406.8818068,3991763.22364076
57015,Wellcare Pharmacy,17530 Hawthorne Blvd,Torrance,CA,905043110,open,-13174835.727748,4011524.84145612
57019,Medella Pharmacy 1,8610 Firestone Blvd,Downey,CA,902415243,open,-13149837.934215,4020241.1421908
57026,Courtyard Pharmacy,23693 B Calabasas Rd,Calabasas,CA,913021502,open,-13207408.4786711,4049715.16223291
57027,Aalpha Pharmacy,174 S Alvarado St,Los Angeles,CA,900572211,open,-13165916.4761872,4037475.498344
57030,NOVA LUXE PHARMACY,13756 Victory Blvd,Van Nuys,CA,914012324,open,-13183927.0792416,4053870.78396751
57031,APPLE RX PHARMACY STORE #2,3625 Martin Luther King Jr Blvd Ste 1 Unit 1,Lynwood,CA,902623509,open,-13158172.6471297,4019488.04326049
57032,DRS ORDERS PHARMACY,10623 SHERMAN GROVE AVE,SUNLAND,CA,91040,open,-13171357.6615777,4064058.6690124
57034,MISSION PHARMACY,1050 ATLANTIC AVE,LONG BEACH,CA,908133478,open,-13156259.9556389,3999295.63300639
57036,AAA PHARMACY,11234 Laurel Canyon Blvd,San Fernando,CA,913404312,open,-13185610.6752204,4065692.0701625
57037,Kaiser Permanente Pharmacy #441,20000 Rinaldi St,Porter Ranch,CA,913264900,open,-13199236.4035325,4065761.31239373
57042,VICTORY CARE  PHARMACY,13309 VICTORY BLVD STE A,VAN NUYS,CA,91401,open,-13182790.3959211,4053916.80759077
57048,CVS Pharmacy #11028,1026 S Broadway Spc A Space A,Los Angeles,CA,900154086,open,-13164406.983892,4034213.27261263
57052,Golden Health Pharmacy,88 S Palm Ave,Alhambra,CA,918013101,open,-13151965.917601,4040909.77220121
57053,"Community,  A Walgreens Pharmacy #21231",1487 E Chevy Chase Dr,Glendale,CA,912064008,open,-13161615.8702994,4049256.98787889
57060,East Valley PMQ Covina Pharmacy,276 College Street,Covina,CA,917231902,open,-13123921.8662024,4040508.00285447
57064,RX BOUTIQUE PHARMACY INC,18425 BURBANK BLVD STE 414,TARZANA,CA,91356,open,-13195180.0326075,4051955.18251467
57066,GALEN RX PHARMACY,4111 Ocean View Blvd,Montrose,CA,910201518,open,-13161094.783763,4057024.64138505
57067,WINDSOR PHARMACY,6411 Sepulveda Blvd Ste 2A,Van Nuys,CA,914111304,open,-13187626.7825181,4053977.76899308
57069,Pacific Oak Compounding Pharmacy,12 N 1st Ave,Arcadia,CA,910063205,open,-13138842.4628314,4047874.37111739
57073,HEALTHY CARE PHARMACY,6405 VAN NUYS BLVD,VAN NUYS,CA,91401,open,-13185681.808375,4053928.9191016
57079,CVS Pharmacy #17749,1302 S La Brea Ave Ste A,Los Angeles,CA,900193061,open,-13173988.2524646,4035494.94180817
57081,CVS Pharmacy #17774,14310 Hawthorne Blvd,Lawndale,CA,902601515,open,-13174780.0680026,4015569.18781076
57082,Honest Pharmacy LLC,"210 N Garfield Ave, #101",Monterey Park,CA,91754,open,-13149344.0096343,4037390.70626819
57084,Kaiser Permanente Pharmacy #059R,9449 Imperial Hwy Bldg C Ste 122,Downey,CA,902422814,open,-13149788.5083611,4017808.4075925
57085,Mega Pharmacy,17705 Saticoy St,Reseda,CA,913353350,open,-13193467.1596026,4056839.68994643
57086,DBA BRAND RX SOLUTIONS,330 N BRAND BLVD #150,GLENDALE,CA,912032300,open,-13164040.9654063,4049120.18484983
57087,PMQ Vermont Pharmacy,954 N Vermont Ave # 132,Los Angeles,CA,900293529,open,-13168146.2055878,4040784.36057452
57088,CANYON PHARMACY,12117 MAGNOLIA BLVD,VALLEY VILLAGE,CA,91607,open,-13179923.2511163,4050981.8966046
57092,Kaiser Permanente Pharmacy #045,7007 Romaine St,Los Angeles,CA,900382328,open,-13173740.5665976,4040765.40781225
57093,"DynaMed, Inc.",19618 Ventura Blvd,Tarzana,CA,913562919,open,-13198108.8484102,4051993.2599515
57099,SEASIDE PHARMACY,599 W 7th St,San Pedro,CA,907313115,open,-13167972.5471822,3993630.33456132
57100,Avalon Pharmacy,447A E El Segundo Blvd,Los Angeles,CA,900612741,open,-13165256.9082043,4017657.62809409
57101,CVS Pharmacy #11178,500 Wilshire Blvd,Santa Monica,CA,904011404,open,-13191065.7755472,4031451.72516475
57102,MISSION CARE PHARMACY,9917 Topanga Canyon Blvd,Chatsworth,CA,913113602,open,-13203209.9527563,4062474.79384716
57105,Active Care Pharmacy,1203 N Avalon Blvd Ste A,Wilmington,CA,907442646,open,-13164995.8639983,4000212.95380658
57108,CVS Pharmacy #11350,2444 W Beverly Blvd,Montebello,CA,906402306,open,-13149962.7233642,4031689.18201194
57109,PRESTIGE CARE PHARMACY,1220 S CENTRAL AVE STE 103,GLENDALE,CA,91204,open,-13164357.0014407,4046462.60500174
57110,FLOWER RX,1851 Flower St,Glendale,CA,912012024,open,-13168932.4551513,4051430.31891269
57119,D&K TECH RX,6320 VANN UYS BLVD #301,VAN NUYS,CA,91401,open,-13185614.3487636,4053731.63765666
57121,Cedars-Sinai Medical Care Foundation Pharmacy,11800 Wilshire Blvd Ste 202,Los Angeles,CA,900256602,open,-13187208.5551912,4035210.3826724
57123,APS PHARMACY,13132 Studebaker Rd Ste 8,Norwalk,CA,906502577,open,-13146659.9853918,4016974.9867279
57125,LAS TUNAS PHARMACY,360 E Las Tunas Dr Ste 101A,San Gabriel,CA,917765514,open,-13146393.5978504,4042649.41301216
57126,Farmacia Pomona,1749 N Garey Ave,Pomona,CA,917672913,open,-13108155.3527629,4039169.32211601
57128,Garey Pharmacy,3155 N Garey Ave,Pomona,CA,917671366,open,-13107729.6670301,4042790.70917493
57130,Fresh Wellness Pharmacy,18417 Colima Rd,Rowland Heights,CA,917482898,open,-13124954.465799,4027249.6376561
57133,MULBERRY PHARMACY,15025 MULBERRY DRIVE,WHITTIER,CA,90604,open,-13136927.2109923,4020221.6868459
57134,JWCH PMQ Lancaster Pharmacy,45104 10th St W Ste A,Lancaster,CA,935342310,open,-13152168.0737963,4123400.5105898
57137,DELIGHT PHARMACY,21230 VENTURA BLVD,WOODLAND HILLS,CA,91364,open,-13201990.0024567,4051283.26458152
57138,PAVILIONS PHARMACY #2989,14845 Ventura Blvd,Sherman Oaks,CA,914033620,open,-13186521.1573356,4049281.60452802
57140,Go To Pharmacy Inc.,5961 Laurel Canyon Blvd # 2,Valley Village,CA,916071237,open,-13179855.4575464,4052817.13625962
57145,SAVE MORE PHARMACY,349 E Main St Ste 101,Alhambra,CA,918017909,open,-13149376.9602036,4041981.40572469
57146,CVS PHARMACY #11215,555 North Broadway #B101,Los Angeles,CA,90012,open,-13162479.5982284,4036642.52083076
57149,IVY PHARMACY,315 W VERDUGO AVE STE #A,BURBANK,CA,91502,open,-13170711.2292947,4051783.76835541
57152,TUJUNGA PHARMACY,7057 FOOTHILL BLVD,TUJUNGA,CA,91042,open,-13167462.1473169,4062167.87629895
57154,VertexRx Pharmacy,11273 Laurel Canyon Blvd Ste 4,San Fernando,CA,913404359,open,-13185749.3793059,4065771.14644145
57161,ALTAMED  PHARMACY WESTLAKE,2100 W 3rd St Ste 190,Los Angeles,CA,900571999,open,-13166101.2665419,4037238.99587283
57166,MedQuickRx,5757 Wilshire Blvd,Los Angeles,CA,900365810,open,-13175042.114084,4037211.31465469
57171,"Medcare Pharmacy and Medical Supply, Inc.",289 W. Huntington Drive Ste 101,Arcadia,CA,910073439,open,-13141225.0338928,4046517.87805605
57173,ALTAMED PHARMACY COMMERCE,5417 Whittier Blvd,Los Angeles,CA,900224101,open,-13152797.1402387,4031468.24490976
57174,LA CARE PHARMACY,721 E BROADWAY SUITE 101,GLENDALE,CA,912054951,open,-13163092.4120253,4048503.71729908
57177,"Linco Pharmacy, Inc.",5755 W Adams Blvd,Los Angeles,CA,900162440,open,-13176753.4286159,4033181.59334414
57183,Diamond Pharmacy,21337 Cold Spring Ln,Diamond Bar,CA,917653443,open,-13117878.9989642,4025219.44517571
57185,ELITE CLINICAL CARE PHARMACY,9103 SEPULVEDA BLVD,NORTH HILLS,CA,91343,open,-13187792.6485594,4060518.42100844
57186,Mixlab,2223 Federal Ave,Los Angeles,CA,900641403,open,-13185302.8768283,4033468.38543396
57188,LAC PMQ Pharmacy LA,325 E 7th St Rm 101,Los Angeles,CA,900142209,open,-13163368.3730429,4034463.14648676
57194,Six 55 Pharmacy,655 W Ave Q Ste E,Palmdale,CA,935513894,open,-13151572.9597985,4107960.73220429
57195,VIVA CARE PHARMACY,17257-B VENTURA BLVD,ENCINO,CA,91316,open,-13192372.1097717,4050431.24800468
57196,ALTAMED PHARMACY SOUTH GATE,8627 Atlantic Ave Rm 100,South Gate,CA,902803501,open,-13156159.1001802,4022667.41633175
57197,HILLS PHARMACY,2906 1/2 FOOTHILL BLVD,LA CRESCENTA,CA,91214,open,-13162695.6693601,4059119.21823724
57199,EXPRESS SPECIALTY PHARMACY INC,8346 Topanga Canyon Blvd,West Hills,CA,913042344,open,-13203133.8102246,4058547.71134227
57201,SOUTH PARK PHARMACY,1120 S Grand Ave Ste 103,Los Angeles,CA,900154677,open,-13164900.6858337,4034301.39954702
57202,Complete Infusion Care,2310 S Sepulveda Blvd,Los Angeles,CA,900641911,open,-13184246.3435412,4033964.74758196
57207,Kaiser Permanente Pharmacy #341,5300 McConnell Ave FL 1 RM 1150,Los Angeles,CA,900667026,open,-13182470.6863436,4026055.61573753
57211,ALTAMED PHARMACY GOODRICH,972 Goodrich Blvd Rm 100,Commerce,CA,900224114,open,-13153029.1300576,4030984.75008007
57213,AGM PHARMACY,12043 Riverside Dr,Valley Village,CA,916073744,open,-13179757.385075,4050010.44293108
66074,PHARMACA INTEGRATIVE PHARMACY,12025 SAN VICENTE BLVD,LOS ANGELES,CA,900494999,open,-13188419.4886121,4035819.00931124
66079,The Medicine Shoppe Pharmacy,11515 Artesia Blvd,Artesia,CA,907013852,open,-13145551.131944,4011807.4701268
66084,WALGREENS #13812,14885 Telegraph Rd,LA MIRADA,CA,906381060,open,-13137154.414073,4017730.73712206
66085,COSTCO PHARMACY #48,6100 SEPULVEDA BLVD,VAN NUYS,CA,914112503,open,-13187565.6681177,4053096.3501069
66099,MEMORIAL MEDICAL PHARMACY,1510 S CENTRAL AVE STE 110,GLENDALE,CA,912042502,open,-13164380.8238117,4045934.364162
66101,PHARMACA INTEGRATIVE PHARMACY INC,734 MONTANA AVE,SANTA MONICA,CA,904031496,open,-13191513.5025392,4032427.77426671
66102,JOHNS SHOP RITE PHARMACY,4333 South St,Lakewood,CA,907121148,open,-13151435.3689079,4010098.66529239
66105,PAVILIONS PHARMACY #2212,11030 W JEFFERSON BLVD,CULVER CITY,CA,902305520,open,-13179588.5134075,4028385.24238663
66109,KAISER PERMANENTE PHARMACY 254,43112 N 15TH STREET,LANCASTER,CA,93534,open,-13152979.3702452,4118399.66630019
66111,KAISER PERMANENTE PHARMACY #281,27107 TOURNEY ROAD,SANTA CLARITA,CA,91355,open,-13199934.3767397,4084769.10112242
66112,PCH MEDICAL PHARMACY,306 E PACIFIC COAST HWY SUITE 101,LONG BEACH,CA,908060813,open,-13156692.988458,4000582.09936216
66113,KAISER PERMANENTE PHARMACY #288,4502 EAST AVENUE S,PALMDALE,CA,93552,open,-13141142.2121917,4103848.69932289
66114,KAISER PERMANENTE PHARMACY #279,13652 CANTARA ST,PANORAMA CITY,CA,91402,open,-13183660.9143391,4058345.23382997
66115,KAISER FDN HSP PHY 305 OUT,6041 CADILLAC AVE RM A 1ST FLR,LOS ANGELES,CA,90034,open,-13177549.0290166,4033914.3715473
66116,KAISER PERMANENTE PHARMACY,5971 VENICE BOULEVARD,LOS ANGELES,CA,90034,open,-13177192.6953266,4033978.18122883
66121,RITE AID PHARMACY 06255,1038 EAST COLORADO BOULEVARD,PASADENA,CA,911062323,open,-13150054.7845831,4048360.87054712
66133,YOUNG'S PHARMACY,7134 VAN NUYS BLVD,VAN NUYS,CA,914053005,open,-13185638.6164126,4055713.75879114
66135,WALGREENS #6903,5829 LAKEWOOD BLVD,LAKEWOOD,CA,907121001,open,-13151613.8140516,4010174.13904751
66138,KAISER PERMANENTE PHARMACY,12001 W WASHINGTON BLVD,LOS ANGELES,CA,90066,open,-13182846.612264,4028513.33731698
66144,KAISER FOUNDATION HOSPITAL PHARM,1011 BALDWIN PARK BLVD 1ST FLOOR,BALDWIN PARK,CA,91706,open,-13134128.5276742,4037583.94174461
66146,KAISER PERMANENTE PHARMACY 559,1011 BALDWIN PARK BLVD 2ND FLR,BALDWIN PARK,CA,91706,open,-13134128.5276742,4037583.94174461
66148,COSTCO PHARMACY #1202,2640 LOMITA BLVD,TORRANCE,CA,905055214,open,-13172827.7467731,4003085.53051873
66156,KT plaza pharmacy,928 S WESTERN AVE STE 110,LOS ANGELES,CA,90006,open,-13170082.0515327,4036169.01794514
66158,GLENDALE PHARMACY,1122 N BRAND BLVD,GLENDALE,CA,912022547,open,-13164043.0804766,4050605.46694447
66164,KAISER PERMANENTE PHARMACY,20940 BURBANK BLVD,WOODLAND HILLS,CA,91367,open,-13201291.695291,4052058.92028387
66165,RITE AID PHARMACY 06267,6512 COMSTOCK AVENUE,WHITTIER,CA,906014103,open,-13139957.5501706,4026420.76321512
66166,SUN SUN PHARMACY,600 N GARFIELD AVE STE 107A,MONTEREY PARK,CA,91754,open,-13149363.1565868,4037955.10281089
66167,CURSON PHARMACY,7559 SANTA MONICA BLVD,LOS ANGELES,CA,900466406,open,-13175149.4260731,4041017.3073869
66168,MICHAEL'S PHARMACY,4955 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,open,-13185670.7877454,4050411.06837739
66174,WATTS PROFESSIONAL PHARMACY,9909 Compton Ave,LOS ANGELES,CA,900022850,open,-13163124.9173166,4021628.86335934
66176,CAL OAKS PHARMACY,55 E CALIFORNIA BLVD STE 103,PASADENA,CA,91105,open,-13152312.3438563,4047121.32667179
66177,CVS Pharmacy #17385,950 E 33rd St,Signal Hill,CA,90755,open,-13156014.6074811,4004179.21175273
66178,CVS Pharmacy #16043,5600 Whittier Blvd,Commerce,CA,90022,open,-13152436.5764081,4031211.99009616
66180,VIA VERDE PRESCRIPTION SHOPPE,1152 VIA VERDE AVE,SAN DIMAS,CA,917734401,open,-13116716.9347998,4038644.10765667
66185,MEDIC PHARMACY,16900 BELLFLOWER BLVD,BELLFLOWER,CA,90706,open,-13149606.9462716,4012840.9744337
66190,KAISER PERMANENTE PHARMACY 552,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,open,-13134128.5276742,4037583.94174461
66191,VONS PHARMACY #1638,4226 WOODRUFF AVE,LAKEWOOD,CA,907133143,open,-13148549.7450675,4006691.4697523
66192,KAISER PERMANENTE PHARMACY #553,1255 WEST ARROW HIGHWAY,SAN DIMAS,CA,91773,open,-13116932.4493339,4043210.0370454
66193,KAISER PERMANENTE PHARMACY 022,1550 TOWN CENTER DRIVE,MONTEBELLO,CA,90640,open,-13145531.5397136,4033550.19302523
66195,Medico Pharmacy,11779 SANTA MONICA BLVD,LOS ANGELES,CA,90025,open,-13186697.5987285,4034584.86122957
66199,CROWN DRUGS,657 E UNIVERSITY DR,CARSON,CA,90746,open,-13165058.6481911,4009873.98970579
66203,SAN DIMAS PHARMACY,1330 W COVINA BLVD,SAN DIMAS,CA,91773,open,-13117184.8106196,4042009.77070262
66204,HALLIBURTON PROFESSIONAL PHARMACY,15932 HALLIBURTON RD,HACIENDA HEIGHTS,CA,917453505,open,-13132053.5323659,4028409.41113131
66211,RELIABLE PHARMACY,18350 ROSCOE BLVD,NORTHRIDGE,CA,913254109,open,-13195143.631134,4058452.79955829
66250,CVS Pharmacy #09146,575 S Citrus Ave,Covina,CA,917232930,open,-13123515.2161025,4039459.35624856
66252,CVS Pharmacy #09607,901 SILVER SPUR RD,ROLLING HILLS ESTATES,CA,90274,open,-13176483.9241287,3997858.65793968
66255,Eddie's Pharmacy,8408 Beverly Blvd,Los Angeles,CA,900483402,open,-13177279.6358489,4038996.2190746
66257,White Memorial Medical Plaza Pharmacy,1701 East Cesar E Chavez Avenue Suite 109,Los Angeles,CA,90033,open,-13159889.6389557,4035687.07026819
66258,PHOENIX PHARMACY,2523 E WASHINGTON BLVD,PASADENA,CA,911042044,open,-13146665.2174079,4051556.38621846
66259,YEH'S PHARMACY II,966 S WESTERN AVE STE 103,LOS ANGELES,CA,90006,open,-13170078.711948,4036020.27975663
66261,WALMART PHARMACY 10-1563,44665 VALLEY CENTRAL WAY,LANCASTER,CA,935346500,open,-13154820.3719839,4122523.93920057
66265,RITE AID PHARMACY 05491,2240 WEST SEPULVEDA BOULEVARD,TORRANCE,CA,905015301,open,-13171486.6808675,4004612.66691855
66268,ATLANTIC PROFESSIONAL PHARMACY,1045 ATLANTIC AVE suite 102,LONG BEACH,CA,908133408,open,-13156337.7679629,3999330.99048651
66270,GLENDALE WEST PHARMACY,1109 S GLENDALE Ave A AND B,GLENDALE,CA,91205,open,-13163765.7836251,4046706.69606452
66273,SPRING PARK PHARMACY,6226 E SPRING ST STE 140,LONG BEACH,CA,908151423,open,-13147940.1595359,4003276.98084021
66278,PALI RX,900 VIA DE LA PAZ,PACIFIC PALISADES,CA,90272,open,-13194357.270251,4035144.95388565
66284,BIG 1 PHARMACY,415 W VALLEY BLVD,SAN GABRIEL,CA,91776,open,-13147486.6439305,4039517.28332074
66287,COLLEGE PHARMACY,626 W COLLEGE ST,LOS ANGELES,CA,900121616,open,-13162520.1185231,4037546.71880048
66288,M & S Pharmacy,4561 CENTINELA AVE,LOS ANGELES,CA,90066,open,-13182675.6255261,4027680.88024234
66293,YM DRUGS,6578 VAN NUYS BLVD,VAN NUYS,CA,91401,open,-13185619.6920991,4054398.72112201
66295,TAFT PHARMACY,20056 VENTURA BLVD,WOODLAND HILLS,CA,91364,open,-13199201.5605318,4051772.19732015
66297,KAISER PERMANENTE PHARMACY NO 333,5620 MESMER AVENUE,CULVER CITY,CA,90230,open,-13180218.8043643,4026802.83812184
66300,Santa Maria Pharmacy,16279 Paramount Blvd Ste G,Paramount,CA,90723,open,-13153527.0621399,4013693.1359708
66302,BRENT AIR PHARMACY,134 S BARRINGTON AVE,LOS ANGELES,CA,90049,open,-13187923.2263221,4037490.27991155
66312,RIVERSIDE PHARMACY & COMPOUNDING SHOP,11655 RIVERSIDE DR,NORTH HOLLYWOOD,CA,916021092,open,-13178816.8466973,4050009.50124922
66316,Los Angeles County Harbor UCLA N 22 Pharmacy,1000 W Carson St Bldg N-22,Torrance,CA,905022004,open,-13168249.3987558,4006179.9417964
66317,RITE AID PHARMACY 06327,4710 COMMONS WAY,CALABASAS,CA,913023364,open,-13207362.2810824,4049521.04794151
66323,CVS Pharmacy #09985,8900 SEPULVEDA WESTWAY,LOS ANGELES,CA,90045,open,-13180012.0840699,4022880.80174871
66324,PHNOM PICH PHARMACY INC,2338 E ANAHEIM ST SUITE 100,LONG BEACH,CA,90804,open,-13153912.5615365,3999614.12211761
66329,DRUG CENTER PHARMACY II,1530 E Chevy Chase Dr Ste 102,GLENDALE,CA,91206,open,-13161409.9292414,4049253.35591878
66333,VILLAGE ROAD PHARMACY,5412 VILLAGE RD,LONG BEACH,CA,908081698,open,-13149783.053706,4006425.31690956
66338,PAVILIONS PHARMACY #2233,7 Peninsula Ctr,ROLLING HILLS,CA,902743506,open,-13177751.7418094,3998739.57060762
66339,BEVERLY PLAZA PHARMACY,101 E BEVERLY BLVD STE 101,MONTEBELLO,CA,906404319,open,-13146657.2024045,4030792.4322812
66353,UCLA MEDICAL PLAZA LEVEL I PHARMACY,200 UCLA MEDICAL PLAZA SUITE 135,LOS ANGELES,CA,900956949,open,-13185075.1171502,4038381.50951333
66355,UCLA MEDICAL PLAZA LEVEL IV PHARMACY,200 UCLA MEDICAL PLAZA SUITE 426,LOS ANGELES,CA,900956949,open,-13185075.1171502,4038381.50951333
66356,RITE AID PHARMACY 06333,15800 IMPERIAL HIGHWAY,LA MIRADA,CA,906382512,open,-13135014.185543,4017658.56710616
66367,RALPHS PHARMACY,2250 E CARSON ST,LONG BEACH,CA,90807,open,-13154077.7596608,4006089.75335698
66370,RITE AID PHARMACY 05459,6959 EASTERN AVENUE,BELL GARDENS,CA,902013926,open,-13154135.645796,4024710.44342124
66374,GARFIELD PRESCRIPTION PHARMACY,3756 SANTA ROSALIA DR,LOS ANGELES,CA,90008,open,-13173454.5868258,4030028.29654147
66383,PRESCRIPTIONS UNLIMITED PHARMACY,1141 W REDONDO BEACH BLVd. STE 100,GARDENA,CA,902473586,open,-13168658.6092039,4014337.89769394
66384,Yee's Prescription Pharmacy,1703 TERMINO AVE,LONG BEACH,CA,90804,open,-13152017.9038032,4000398.99846687
66394,CVS Pharmacy #16062,6635 FALLBROOK AVE,WEST HILLS,CA,91307,open,-13205109.9538252,4054502.34664299
66402,ABC PHARMACY,841 W VALLEY BLVD STE 101,ALHAMBRA,CA,918033234,open,-13150474.5703828,4039321.32703496
66405,PENINSULA PHARMACY,1294 W 6TH STREET SUITE 100,SAN PEDRO,CA,90731,open,-13169701.2275547,3993804.22463224
66407,Skinners Pharmacy,905 Deep Valley Dr,ROLLING HILLS ESTATES,CA,902743853,open,-13176571.08729,3997819.01979889
66410,Foothill Remedy Drugs,6253 FOOTHILL BLVD,Tujunga,CA,91042,open,-13165481.7735757,4061275.72131893
66411,CENTURY BEVERLY HILLS PHARMACY,412 S SAN VICENTE BLVD,LOS ANGELES,CA,90048,open,-13177584.8738927,4038406.9089668
66417,COSTCO PHARMACY #410,12324 HOXIE AVE,NORWALK,CA,906502266,open,-13147112.2764829,4018059.53231087
66420,PACIFIC MEDICAL PHARMACY,1101 N PACIFIC AVE STE 101,GLENDALE,CA,912022315,open,-13165132.6756525,4050426.13582904
66424,H K VALLEY PHARMACY,17643 SHERMAN WAY STE 104,VAN NUYS,CA,914063510,open,-13193341.4798975,4055871.23437193
66425,Garden Plaza Pharmacy,18411 CLARK ST 106,TARZANA,CA,913563506,open,-13195094.427919,4051636.70944735
66426,SAVON PHARMACY #0561,298 E LIVE OAK AVE,ARCADIA,CA,910065629,open,-13138312.4707357,4043260.45422989
66427,SAVON PHARMACY #1333,38727 TIERRA SUBIDA AVE,PALMDALE,CA,935514248,open,-13152286.406415,4107705.17342947
66429,Intra Rx  Drugs Lynwood,3628 E IMPERIAL HWY STE 102,LYNWOOD,CA,902622607,open,-13158443.7100897,4019469.2600271
66432,PORTOLA PHARMACY,3408 N EASTERN AVE,LOS ANGELES,CA,90032,open,-13155502.5378235,4040281.65260068
66440,RITE AID PHARMACY 06263,27716 WEST MCBEAN PARKWAY,VALENCIA,CA,913541430,open,-13197089.0505551,4088652.2518337
66445,Marina del Rey Pharmacy,4558 S ADMIRALTY WAY,MARINA DEL REY,CA,902925471,open,-13185152.5955158,4026562.93224985
66446,MEMORIAL MEDICAL CENTER PHARMACY,9806 VENICE BLVD,CULVER CITY,CA,902322778,open,-13179973.2335676,4031971.23559895
66448,RITE AID PHARMACY 05441,9864 NATIONAL BOULEVARD,LOS ANGELES,CA,900342713,open,-13180422.0737545,4032922.07623075
66451,RITE AID PHARMACY 06288,959 CRENSHAW BOULEVARD,LOS ANGELES,CA,900191938,open,-13171656.9996884,4036177.34841603
66454,FAMILY PHARMACY,1400 ATLANTIC AVE,LONG BEACH,CA,90813,open,-13156232.4597246,3999851.45448874
66457,RALPHS PHARMACY,260 S LA BREA AVE,LOS ANGELES,CA,90036,open,-13173974.8941257,4038158.15802921
66458,RITE AID PHARMACY 05569,13333 RIVERSIDE DRIVE,SHERMAN OAKS,CA,914232508,open,-13182761.564173,4050005.33094481
66459,PHARMACA INTEGRATIVE PHARMACY,15150 W SUNSET BLVD,PACIFIC PALISADES,CA,90272,open,-13194056.9302648,4034953.50630873
66461,Ararat Pharmacy,1717 E Walnut St,PASADENA,CA,911061611,open,-13148497.4249069,4048938.72496642
66463,FAIRFAX DISCOUNT PHARMACY,7771 Beverly Blvd,LOS ANGELES,CA,900362151,open,-13175682.646434,4039048.90233029
66465,MEDICAL GROUP PHARMACY,14860 Roscoe Blvd Ste 102 SUITE 102,PANORAMA CITY,CA,91402,open,-13186594.8508385,4058556.86599605
66466,RALPHS PHARMACY,3410 W THIRD ST,LOS ANGELES,CA,90020,open,-13168012.6221988,4038049.30600588
66467,RALPHS PHARMACY,2201 W REDONDO BEACH BLVD,GARDENA,CA,90247,open,-13171079.9194482,4013447.87321798
66468,WILTON PHARMACY,3511 W OLYMPIC BLVD STE 102,LOS ANGELES,CA,90019,open,-13170770.0059858,4035904.73020098
66469,RANCHO PARK PHARMACY,10587 (A) W Pico Blvd,LOS ANGELES,CA,900642333,open,-13182662.2671872,4034694.75490684
66470,Kovacs-Frey Pharmacy,2860 ARTESIA BLVD,REDONDO BEACH,CA,90278,open,-13175711.1442236,4011722.73442268
66472,VALLEY VIEW REXALL DRUGS,13966 VALLEY VIEW AVE,LA MIRADA,CA,906383598,open,-13138917.0468902,4015872.57144383
66473,Wards Pharmacy,653 LONG BEACH BLVD,LONG BEACH,CA,908021395,open,-13156831.0246266,3998651.8512791
66474,TAMPA PLAZA PHARMACY,19100 VENTURA BLVD STE L,TARZANA,CA,91356,open,-13196810.5291891,4051970.11746584
66476,KEY PHARMACY,12660 RIVERSIDE DR STE 100,VALLEY VILLAGE,CA,916073430,open,-13181272.1093862,4049963.49345952
66477,RALPHS PHARMACY,1413 HAWTHORNE BLVD,REDONDO BEACH,CA,90278,open,-13175056.2516593,4010925.01606589
66478,RALPHS PHARMACY,27760 N MCBEAN PKWY,VALENCIA,CA,91354,open,-13197156.0648885,4088822.74052934
66479,RALPHS PHARMACY,11727 OLYMPIC BLVD,LOS ANGELES,CA,90064,open,-13185640.063566,4033375.02609249
66480,RALPHS PHARMACY,4311 LINCOLN BLVD,MARINA DEL REY,CA,90292,open,-13185078.9020129,4026835.32716157
66484,LUCKY PHARMACY,1108 S BALDWIN AVENUE STORE NUMBER 8&9,ARCADIA,CA,91007,open,-13141780.4068324,4045922.39564934
66485,PILL BOX DRUG,165 PALOS VERDES BLVD,REDONDO BEACH,CA,90277,open,-13178577.732431,4004282.24798682
66486,SOUTH BAY PHARMACY,520 N PROSPECT AVE STE 110,REDONDO BEACH,CA,902773026,open,-13177870.2970671,4008958.7101537
66487,MARCO'S FARMACIA,4762 East WHITTIER BLVD,LOS ANGELES,CA,900223026,open,-13154104.1423802,4031742.10010546
66489,RITE AID PHARMACY 06214,1001 NORTH CENTRAL AVENUE,COMPTON,CA,902223647,open,-13164002.4488625,4015801.21789372
66492,TELEHEALTH PHARMACY,21550 Oxnard St Ste 327,Woodland Hills,CA,913677100,open,-13202492.6099577,4052863.15561148
66493,Burns Pharmacy,866 W LANCASTER BLVD,LANCASTER,CA,935342376,open,-13151997.4210169,4122808.26902266
