ZIP Code,County,Hospitals,Nursing Homes,Public Health Departments,Pharmacies
23093,LOUISA,0,2,1,0
23109,MATHEWS,0,1,1,0
23111,HANOVER,0,13,0,0
23112,CHESTERFIELD,0,3,0,0
23113,CHESTERFIELD,0,7,0,0
23114,CHESTERFIELD,2,1,0,0
23116,HANOVER,2,10,0,0
23120,CHESTERFIELD,0,1,0,0
23124,NEW KENT,1,0,1,0
23139,POWHATAN,0,0,1,0
23149,MIDDLESEX,0,1,1,0
23150,HENRICO,0,2,0,0
23181,KING WILLIAM,0,2,0,0
23185,JAMES CITY,2,11,0,0
23188,JAMES CITY,4,8,0,0
23219,RICHMOND CITY,1,0,2,0
23220,RICHMOND (CITY),2,9,0,0
23221,RICHMOND (CITY),0,1,0,0
23222,RICHMOND (CITY),0,4,0,0
23223,HENRICO,1,7,0,0
23224,RICHMOND (CITY),0,2,0,0
23225,RICHMOND (CITY),2,5,0,0
23226,HENRICO,3,2,0,0
23227,RICHMOND (CITY),0,11,0,0
23228,HENRICO,0,4,1,0
23229,HENRICO,1,5,0,0
23230,HENRICO,1,1,0,0
23231,HENRICO,0,2,0,0
23233,HENRICO,1,13,0,0
23234,CHESTERFIELD,0,1,0,0
23235,CHESTERFIELD,2,7,0,0
23237,CHESTERFIELD,0,1,0,0
23238,HENRICO,0,5,0,0
23249,RICHMOND,1,0,0,0
23294,HENRICO,1,2,0,0
23298,RICHMOND,1,0,0,0
23301,ACCOMACK,0,0,1,0
23320,CHESAPEAKE (CITY),1,9,1,0
23322,CHESAPEAKE (CITY),0,2,0,0
23323,CHESAPEAKE (CITY),0,4,0,0
23324,CHESAPEAKE (CITY),0,1,0,0
23325,CHESAPEAKE (CITY),0,2,0,0
23330,PLYMOUTH,0,1,0,0
23413,NORTHAMPTON,0,1,1,0
23417,NORTHAMPTON,1,1,0,0
23421,ACCOMACK,0,1,0,0
23430,ISLE OF WIGHT,0,2,1,0
23434,SUFFOLK (CITY),2,5,1,0
23435,SUFFOLK (CITY),1,3,0,0
23451,VIRGINIA BEACH (CITY),0,3,0,0
23452,VIRGINIA BEACH (CITY),0,6,0,0
23453,VIRGINIA BEACH (CITY),0,1,0,0
23454,VIRGINIA BEACH (CITY),2,8,0,0
23455,VIRGINIA BEACH (CITY),1,5,0,0
23456,VIRGINIA BEACH,1,3,0,0
23461,VIRGINIA BEACH,1,0,0,0
23462,VIRGINIA BEACH (CITY),0,5,1,0
23464,VIRGINIA BEACH (CITY),0,4,0,0
23487,ISLE OF WIGHT,0,1,0,0
23502,NORFOLK (CITY),3,4,0,0
23504,NORFOLK (CITY),0,2,0,0
23505,NORFOLK (CITY),1,3,0,0
23507,NORFOLK,3,2,0,0
23508,NORFOLK (CITY),0,1,0,0
23509,NORFOLK (CITY),0,1,0,0
23510,NORFOLK (CITY),0,2,1,0
23560,BRISTOL,0,1,0,0
23600,PLYMOUTH,0,1,0,0
23601,NEWPORT NEWS (CITY),2,7,1,0
23602,NEWPORT NEWS (CITY),1,5,0,0
23603,NEWPORT NEWS,1,0,0,0
23604,NEWPORT NEWS,1,0,0,0
23606,NEWPORT NEWS (CITY),0,1,0,0
23607,NEWPORT NEWS,1,3,0,0
23608,NEWPORT NEWS (CITY),0,1,0,0
23661,HAMPTON (CITY),0,1,1,0
23662,POQUOSON (CITY),0,2,0,0
23665,HAMPTON,1,0,0,0
23666,HAMPTON (CITY),1,7,0,0
23667,HAMPTON,1,0,0,0
23669,HAMPTON (CITY),0,1,0,0
23680,NORFOLK,0,1,0,0
23690,YORK,1,0,0,0
23692,YORK,0,3,0,0
23693,YORK,1,1,0,0
23701,PORTSMOUTH (CITY),0,2,0,0
23702,PORTSMOUTH (CITY),0,1,0,0
23703,PORTSMOUTH (CITY),0,2,0,0
23704,PORTSMOUTH (CITY),0,3,1,0
23707,PORTSMOUTH (CITY),1,2,0,0
23708,PORTSMOUTH,1,0,0,0
23803,PETERSBURG (CITY),1,9,1,0
23805,PETERSBURG,3,6,0,0
23824,NOTTOWAY,0,2,0,0
23831,CHESTERFIELD,0,4,0,0
23832,CHESTERFIELD,0,4,1,0
23834,COLONIAL HEIGHTS (CITY),0,3,1,0
23837,SOUTHAMPTON,0,1,1,0
23839,SURRY,0,0,1,0
23840,DINWIDDIE,0,2,0,0
23841,DINWIDDIE,0,0,1,0
23847,EMPORIA (CITY),1,3,1,0
23851,FRANKLIN (CITY),1,2,1,0
23860,HOPEWELL (CITY),1,4,1,0
23868,BRUNSWICK,0,4,1,0
23875,PRINCE GEORGE,0,0,1,0
23882,SUSSEX,0,0,1,0
23890,SUSSEX,0,1,0,0
23901,PRINCE EDWARD,1,3,1,0
23917,MECKLENBURG,0,1,1,0
23921,BUCKINGHAM,0,0,1,0
23922,NOTTOWAY,1,1,0,0
23923,CHARLOTTE,0,0,1,0
23927,MECKLENBURG,0,1,0,0
23930,NOTTOWAY,0,0,1,0
23936,BUCKINGHAM,0,1,0,0
23944,LUNENBURG,0,2,0,0
23947,CHARLOTTE,0,1,0,0
23950,MECKLENBURG,0,1,0,0
23952,LUNENBURG,0,0,1,0
23966,PRINCE EDWARD,0,2,0,0
23970,MECKLENBURG,1,4,0,0
23974,LUNENBURG,0,1,0,0
24010,PLYMOUTH,0,1,0,0
24012,ROANOKE (CITY),0,5,0,0
24013,ROANOKE,1,0,0,0
24014,ROANOKE (CITY),2,7,0,0
24015,ROANOKE (CITY),0,3,0,0
24016,ROANOKE (CITY),0,3,1,0
24017,ROANOKE (CITY),0,7,0,0
24018,ROANOKE (CITY),0,7,0,0
24019,ROANOKE,0,2,0,0
24055,HENRY,0,2,0,0
24060,MONTGOMERY,1,5,0,0
24070,ROANOKE,1,0,0,0
24073,MONTGOMERY,1,2,1,0
24083,BOTETOURT,0,4,0,0
24084,PULASKI,0,2,0,0
24090,BOTETOURT,0,1,1,0
24091,FLOYD,0,1,1,0
24101,FRANKLIN,0,1,0,0
24102,FRANKLIN,0,1,0,0
24112,MARTINSVILLE (CITY),1,7,1,0
24122,BEDFORD,0,1,0,0
24127,CRAIG,0,0,1,0
24134,GILES,1,0,1,0
24141,RADFORD (CITY),0,2,1,0
24147,GILES,0,1,0,0
24151,FRANKLIN,1,4,1,0
24153,SALEM (CITY),2,8,1,0
24171,PATRICK,1,2,1,0
24175,BOTETOURT,0,1,0,0
24179,ROANOKE,0,1,1,0
24201,BRISTOL (CITY),2,6,1,0
24202,WASHINGTON,0,0,1,0
24210,WASHINGTON,0,6,0,0
24211,WASHINGTON,1,3,0,0
24219,WISE,1,1,0,0
24224,RUSSELL,0,3,0,0
24228,DICKENSON,1,1,1,0
24230,WISE,0,1,0,0
24243,LEE,0,1,0,0
24244,SCOTT,0,2,0,0
24251,SCOTT,0,0,1,0
24263,LEE,0,0,1,0
24266,RUSSELL,1,4,1,0
24273,NORTON,2,2,0,0
24277,LEE,1,1,0,0
24290,SCOTT,0,1,0,0
24293,WISE,0,1,1,0
24301,PULASKI,1,1,1,0
24314,BLAND,0,1,0,0
24315,BLAND,0,0,1,0
24317,PATRICK,0,1,0,0
24319,SMYTH,0,2,0,0
24333,GALAX (CITY),1,2,1,0
24343,CARROLL,0,3,1,0
24348,GRAYSON,0,2,1,0
24352,CARROLL,0,1,0,0
24354,SMYTH,3,3,1,0
24361,WASHINGTON,0,2,0,0
24368,WYTHE,0,1,0,0
24382,WYTHE,1,3,1,0
24401,STAUNTON (CITY),0,9,1,0
24402,STAUNTON (CITY),0,1,0,0
24416,BUENA VISTA (CITY),0,1,1,0
24422,ALLEGHANY,0,3,1,0
24426,COVINGTON CITY,0,0,1,0
24445,BATH,1,1,0,0
24450,ROCKBRIDGE,1,5,1,0
24457,ALLEGHANY,1,2,0,0
24465,HIGHLAND,0,0,1,0
24472,ROCKBRIDGE,0,1,0,0
24477,AUGUSTA,0,2,0,0
24484,BATH,0,0,1,0
24501,LYNCHBURG (CITY),1,4,1,0
24502,LYNCHBURG (CITY),1,10,0,0
24503,LYNCHBURG (CITY),2,4,0,0
24504,LYNCHBURG (CITY),0,1,0,0
24517,CAMPBELL,0,2,0,0
24521,AMHERST,0,1,1,0
24522,APPOMATTOX,0,2,1,0
24523,BEDFORD,1,5,1,0
24528,CAMPBELL,0,1,0,0
24531,PITTSYLVANIA,0,1,1,0
24540,DANVILLE (CITY),0,3,0,0
24541,DANVILLE (CITY),2,5,1,0
24551,BEDFORD,0,1,0,0
24557,PITTSYLVANIA,0,1,0,0
24558,HALIFAX,0,2,1,0
24588,CAMPBELL,0,0,1,0
24592,HALIFAX,1,4,0,0
24600,MIDDLESEX,0,1,0,0
24605,TAZEWELL,0,2,0,0
24609,TAZEWELL,0,1,0,0
24614,BUCHANAN,1,1,1,0
24641,TAZEWELL,1,1,0,0
24651,TAZEWELL,1,2,1,0
24701,MERCER,1,4,1,0
24739,SUMMERS,0,1,0,0
24740,MERCER,2,4,0,0
24801,MCDOWELL,1,1,0,0
24836,MCDOWELL,0,1,0,0
24867,WYOMING,0,1,0,0
24874,WYOMING,0,2,1,0
24895,MCDOWELL,0,0,1,0
24901,GREENBRIER,0,2,1,0
24924,POCAHONTAS,1,0,0,0
24951,MONROE,0,1,0,0
24954,POCAHONTAS,0,1,1,0
24963,MONROE,0,1,0,0
24970,GREENBRIER,1,1,0,0
24983,MONROE,0,0,1,0
24986,GREENBRIER,0,1,0,0
25033,PUTNAM,0,1,0,0
25043,CLAY,0,0,1,0
25053,BOONE,0,1,1,0
25064,KANAWHA,0,2,0,0
25067,KANAWHA,0,1,0,0
25085,FAYETTE,0,1,0,0
25086,KANAWHA,0,2,0,0
25113,CLAY,0,1,0,0
25130,BOONE,1,0,0,0
25136,FAYETTE,1,2,0,0
25177,KANAWHA,0,2,0,0
25271,JACKSON,1,1,1,0
25276,ROANE,1,2,0,0
25287,MASON,0,1,0,0
25301,KANAWHA,4,1,2,0
25302,KANAWHA,1,3,0,0
25304,KANAWHA,2,3,0,0
25309,KANAWHA,1,2,0,0
25311,KANAWHA,0,3,0,0
25315,KANAWHA,0,2,0,0
25320,KANAWHA,0,1,0,0
25322,KANAWHA,0,1,0,0
25325,KANAWHA,1,0,0,0
25401,BERKELEY,2,1,1,0
25402,BERKELEY,0,1,0,0
25403,BERKELEY,0,1,0,0
25404,BERKELEY,0,2,0,0
25405,BERKELEY,1,0,0,0
25411,MORGAN,1,2,1,0
25413,BERKELEY,0,1,0,0
25414,JEFFERSON,0,2,0,0
25430,JEFFERSON,0,0,1,0
25438,JEFFERSON,1,0,0,0
25443,JEFFERSON,0,1,0,0
25504,CABELL,0,3,0,0
25508,LOGAN,0,1,0,0
25510,CABELL,0,1,0,0
25523,LINCOLN,0,1,1,0
25526,PUTNAM,1,6,1,0
25529,BOONE,0,1,0,0
25540,NANTUCKET,0,1,0,0
25545,CABELL,0,1,0,0
25550,MASON,1,1,1,0
25560,PUTNAM,0,2,0,0
25570,WAYNE,0,1,1,0
25571,LINCOLN,0,1,0,0
25601,LOGAN,1,3,1,0
25652,LOGAN,0,2,0,0
25661,MINGO,1,1,1,0
25701,CABELL,3,6,1,0
25702,CABELL,2,2,0,0
25704,CABELL,1,4,0,0
25705,CABELL,1,0,0,0
25709,CABELL,1,0,0,0
25801,RALEIGH,3,3,1,0
25812,FAYETTE,0,2,0,0
25813,RALEIGH,0,1,0,0
25832,RALEIGH,0,1,0,0
25840,FAYETTE,0,1,1,0
25848,WYOMING,0,1,0,0
25855,FAYETTE,0,1,0,0
25882,WYOMING,0,1,0,0
25901,FAYETTE,1,5,0,0
25951,SUMMERS,1,2,1,0
25962,GREENBRIER,0,1,0,0
25971,MERCER,0,1,0,0
25984,GREENBRIER,0,1,0,0
26003,OHIO,4,5,1,0
26010,BARNSTABLE,0,1,0,0
26033,MARSHALL,0,1,0,0
26034,HANCOCK,0,2,0,0
26037,BROOKE,0,2,0,0
26038,MARSHALL,1,0,0,0
26041,MARSHALL,0,3,1,0
26047,HANCOCK,0,0,1,0
26062,BROOKE,2,6,0,0
26070,BROOKE,0,2,1,0
26101,WOOD,1,7,1,0
26102,WOOD,0,1,0,0
26104,WOOD,0,3,0,0
26105,WOOD,1,1,0,0
26134,PLEASANTS,0,1,0,0
26143,WIRT,0,1,0,0
26147,CALHOUN,1,1,0,0
26155,WETZEL,1,1,0,0
26159,TYLER,0,0,1,0
26164,JACKSON,0,3,0,0
26170,PLEASANTS,0,1,0,0
26175,TYLER,1,1,0,0
26201,UPSHUR,1,3,1,0
26206,WEBSTER,0,1,0,0
26241,RANDOLPH,1,6,1,0
26250,BARBOUR,0,3,0,0
26253,RANDOLPH,0,1,0,0
26287,TUCKER,0,0,1,0
26288,WEBSTER,1,0,1,0
26292,TUCKER,0,1,0,0
26301,HARRISON,3,4,1,0
26330,HARRISON,1,6,0,0
26351,GILMER,0,1,1,0
26354,TAYLOR,1,3,1,0
26362,RITCHIE,0,1,0,0
26378,LEWIS,0,1,0,0
26385,HARRISON,0,1,0,0
26416,BARBOUR,1,1,1,0
26426,HARRISON,0,2,0,0
26431,HARRISON,0,1,0,0
26450,BARNSTABLE,0,1,0,0
26452,LEWIS,2,0,1,0
26456,DODDRIDGE,0,0,1,0
26501,MONONGALIA,0,1,0,0
26504,MONONGALIA,1,0,0,0
26505,MONONGALIA,2,5,1,0
26506,MONONGALIA,2,0,0,0
26508,MONONGALIA,0,1,0,0
26530,BARNSTABLE,0,1,0,0
26537,PRESTON,1,2,1,0
26554,MARION,1,10,1,0
26555,MARION,0,1,0,0
26570,BARNSTABLE,0,1,0,0
26571,MARION,0,1,0,0
26591,MARION,0,2,0,0
26601,BRAXTON,0,1,1,0
26624,BRAXTON,1,0,0,0
26651,NICHOLAS,1,2,1,0
26704,HAMPSHIRE,0,0,1,0
26719,MINERAL,0,2,0,0
26726,MINERAL,1,1,1,0
26757,HAMPSHIRE,1,2,0,0
26764,PRESTON,0,1,0,0
26801,HARDY,0,1,0,0
26807,PENDLETON,0,1,1,0
26836,HARDY,0,0,1,0
26847,GRANT,1,2,1,0
27006,DAVIE,1,2,0,0
27012,FORSYTH,0,9,0,0
27016,STOKES,1,0,1,0
27017,SURRY,0,2,1,0
27021,STOKES,0,6,0,0
27025,ROCKINGHAM,0,1,0,0
27027,ROCKINGHAM,0,1,0,0
27028,DAVIE,1,4,1,0
27030,SURRY,1,7,0,0
27040,FORSYTH,0,1,0,0
27048,ROCKINGHAM,0,1,0,0
27052,STOKES,0,2,0,0
27053,STOKES,0,1,0,0
27055,YADKIN,1,5,1,0
27101,FORSYTH,0,2,1,0
27102,FORSYTH,0,1,0,0
27103,FORSYTH,4,8,0,0
27104,FORSYTH,1,3,0,0
27105,FORSYTH,0,3,0,0
27106,FORSYTH,0,9,0,0
27107,FORSYTH,0,1,0,0
27127,FORSYTH,0,1,0,0
27203,RANDOLPH,1,4,0,0
27205,RANDOLPH,0,2,1,0
27209,MONTGOMERY,0,1,0,0
27215,ALAMANCE,1,12,0,0
27217,ALAMANCE,0,8,1,0
27229,MONTGOMERY,0,1,0,0
27235,GUILFORD,0,1,0,0
27239,DAVIDSON,0,1,0,0
27244,ALAMANCE,0,2,0,0
27253,ALAMANCE,0,2,0,0
27260,GUILFORD,0,2,0,0
27261,GUILFORD,1,0,0,0
27262,GUILFORD,0,3,0,0
27263,RANDOLPH,0,2,0,0
27265,GUILFORD,0,6,0,0
27278,ORANGE,0,3,1,0
27282,GUILFORD,0,2,0,0
27284,FORSYTH,1,10,0,0
27285,FORSYTH,0,2,0,0
27288,ROCKINGHAM,1,2,0,0
27292,DAVIDSON,1,3,1,0
27295,DAVIDSON,0,4,0,0
27299,DAVIDSON,0,1,0,0
27301,GUILFORD,0,1,0,0
27302,ALAMANCE,0,2,0,0
27312,CHATHAM,0,4,1,0
27313,GUILFORD,0,1,0,0
27316,RANDOLPH,0,1,0,0
27317,RANDOLPH,0,2,0,0
27320,ROCKINGHAM,1,7,1,0
27330,LEE,1,7,1,0
27332,LEE,0,1,0,0
27344,CHATHAM,1,2,0,0
27356,MONTGOMERY,0,2,0,0
27357,GUILFORD,0,1,0,0
27360,DAVIDSON,1,5,0,0
27370,RANDOLPH,0,1,0,0
27371,MONTGOMERY,1,0,1,0
27376,MOORE,0,1,0,0
27379,CASWELL,0,4,1,0
27400,BRISTOL,0,2,0,0
27401,GUILFORD,2,3,0,0
27403,GUILFORD,2,0,0,0
27405,GUILFORD,0,4,1,0
27406,GUILFORD,1,6,0,0
27407,GUILFORD,0,5,0,0
27408,GUILFORD,1,1,0,0
27409,GUILFORD,0,2,0,0
27410,GUILFORD,0,7,0,0
27415,GUILFORD,1,0,0,0
27455,GUILFORD,0,5,0,0
27470,BRISTOL,0,1,0,0
27501,HARNETT,0,4,0,0
27502,WAKE,0,3,0,0
27504,JOHNSTON,0,3,0,0
27509,GRANVILLE,1,0,0,0
27510,ORANGE,0,1,0,0
27511,WAKE,0,6,0,0
27513,WAKE,0,5,0,0
27514,ORANGE,1,4,0,0
27516,ORANGE,0,1,0,0
27517,CHATHAM,0,8,0,0
27518,WAKE,1,2,0,0
27520,JOHNSTON,0,4,0,0
27523,ALAMANCE,0,2,0,0
27524,JOHNSTON,0,1,0,0
27526,WAKE,0,5,0,0
27529,WAKE,1,5,0,0
27530,WAYNE,0,4,1,0
27532,WAYNE,0,1,0,0
27533,WAYNE,1,0,0,0
27534,WAYNE,0,6,0,0
27536,VANCE,1,3,1,0
27545,WAKE,0,2,0,0
27546,HARNETT,0,4,1,0
27549,FRANKLIN,1,4,1,0
27551,WARREN,0,1,0,0
27565,GRANVILLE,1,5,1,0
27569,JOHNSTON,0,1,0,0
27573,PERSON,1,2,1,0
27574,PERSON,0,2,0,0
27576,JOHNSTON,0,3,0,0
27577,JOHNSTON,1,9,1,0
27587,WAKE,0,2,0,0
27588,WAKE,0,1,0,0
27589,WARREN,0,2,1,0
27591,WAKE,0,1,0,0
27596,FRANKLIN,0,1,0,0
27597,WAKE,0,3,0,0
27603,WAKE,0,1,0,0
27604,WAKE,0,2,0,0
27605,WAKE,0,1,0,0
27607,WAKE,1,2,0,0
27608,WAKE,0,1,0,0
27609,WAKE,0,4,0,0
27610,WAKE,3,3,2,0
27611,WAKE,1,0,0,0
27612,WAKE,0,5,0,0
27614,WAKE,1,2,0,0
27615,WAKE,0,4,0,0
27616,WAKE,0,1,0,0
27617,DURHAM,1,0,0,0
27660,BRISTOL,0,1,0,0
27701,DURHAM,0,0,1,0
27703,DURHAM,1,1,0,0
27704,DURHAM,3,3,0,0
27705,DURHAM,2,8,0,0
27707,DURHAM,0,2,0,0
27710,DURHAM,1,0,0,0
27712,DURHAM,0,3,0,0
27713,DURHAM,0,5,0,0
27801,EDGECOMBE,0,1,0,0
27802,NASH,0,2,0,0
27803,NASH,0,1,0,0
27804,NASH,2,6,0,0
27814,YANCEY,0,1,0,0
27817,BEAUFORT,0,1,0,0
27818,HERTFORD,0,1,0,0
27822,WILSON,0,1,0,0
27823,HALIFAX,0,1,0,0
27828,PITT,0,1,0,0
27830,WAYNE,0,3,0,0
27832,NORTHAMPTON,0,1,0,0
27834,PITT,1,9,1,0
27839,HALIFAX,0,0,1,0
27845,NORTHAMPTON,0,2,1,0
27850,HALIFAX,0,1,0,0
27856,NASH,0,4,1,0
27858,PITT,0,2,0,0
27860,BEAUFORT,0,1,0,0
27863,WAYNE,0,1,0,0
27865,BEAUFORT,0,1,0,0
27866,NORTHAMPTON,0,1,0,0
27869,NORTHAMPTON,0,3,0,0
27870,HALIFAX,1,2,0,0
27874,HALIFAX,0,3,0,0
27885,HYDE,0,1,1,0
27886,EDGECOMBE,1,4,1,0
27889,BEAUFORT,1,4,1,0
27890,HALIFAX,0,1,0,0
27892,MARTIN,1,3,1,0
27893,WILSON,1,6,1,0
27895,WILSON,0,2,0,0
27896,WILSON,0,1,0,0
27897,NORTHAMPTON,0,1,0,0
27909,PASQUOTANK,1,5,2,0
27910,HERTFORD,1,3,0,0
27917,CURRITUCK,0,1,0,0
27921,CAMDEN,0,0,1,0
27925,TYRRELL,0,1,1,0
27929,CURRITUCK,0,0,1,0
27932,CHOWAN,1,3,1,0
27937,GATES,0,0,1,0
27938,GATES,0,2,0,0
27944,PERQUIMANS,0,3,1,0
27948,DARE,0,1,0,0
27954,DARE,0,0,1,0
27958,CURRITUCK,0,1,0,0
27959,DARE,1,1,0,0
27962,WASHINGTON,1,1,2,0
27970,WASHINGTON,0,1,0,0
27974,CAMDEN,0,1,0,0
27983,BERTIE,1,4,1,0
27986,HERTFORD,0,0,1,0
28001,STANLY,1,6,1,0
28002,STANLY,0,1,0,0
28012,GASTON,1,0,0,0
28017,CLEVELAND,1,0,0,0
28018,RUTHERFORD,0,2,0,0
28021,GASTON,0,4,0,0
28023,ROWAN,0,1,0,0
28025,CABARRUS,2,8,0,0
28027,CABARRUS,0,4,0,0
28031,MECKLENBURG,0,1,0,0
28032,GASTON,0,1,0,0
28036,MECKLENBURG,0,1,0,0
28037,LINCOLN,0,2,0,0
28043,RUTHERFORD,0,6,0,0
28052,GASTON,0,3,1,0
28054,GASTON,1,12,0,0
28056,GASTON,0,1,0,0
28070,MECKLENBURG,0,1,0,0
28075,CABARRUS,0,2,0,0
28078,MECKLENBURG,1,6,0,0
28079,UNION,0,1,0,0
28081,ROWAN,0,4,0,0
28083,CABARRUS,0,1,1,0
28086,CLEVELAND,1,4,0,0
28090,CLEVELAND,0,3,0,0
28092,LINCOLN,0,5,1,0
28093,LINCOLN,1,1,0,0
28103,UNION,0,1,0,0
28105,MECKLENBURG,1,8,0,0
28110,UNION,0,7,1,0
28112,UNION,1,6,0,0
28115,IREDELL,0,5,0,0
28117,IREDELL,1,3,0,0
28120,GASTON,0,1,0,0
28124,CABARRUS,0,1,0,0
28134,MECKLENBURG,0,3,0,0
28138,ROWAN,0,1,0,0
28139,RUTHERFORD,1,7,0,0
28144,ROWAN,2,4,0,0
28145,ROWAN,0,2,0,0
28146,ROWAN,0,1,1,0
28147,ROWAN,0,5,0,0
28150,CLEVELAND,1,6,1,0
28152,CLEVELAND,0,1,0,0
28159,ROWAN,0,3,0,0
28160,RUTHERFORD,0,0,2,0
28164,GASTON,0,1,0,0
28167,MCDOWELL,0,1,0,0
28168,LINCOLN,0,1,0,0
28170,ANSON,1,3,1,0
28173,UNION,0,1,0,0
28203,MECKLENBURG,2,0,0,0
28204,MECKLENBURG,1,1,0,0
28205,MECKLENBURG,0,4,0,0
28207,MECKLENBURG,2,1,0,0
28209,MECKLENBURG,0,3,0,0
28210,MECKLENBURG,3,6,0,0
28211,MECKLENBURG,1,4,1,0
28212,MECKLENBURG,0,3,0,0
28213,MECKLENBURG,0,1,0,0
28214,MECKLENBURG,0,1,0,0
28215,MECKLENBURG,1,5,0,0
28216,MECKLENBURG,0,2,0,0
28217,MECKLENBURG,1,0,0,0
28226,MECKLENBURG,0,8,0,0
28227,MECKLENBURG,0,3,0,0
28256,MECKLENBURG,0,1,0,0
28262,MECKLENBURG,1,1,0,0
28269,MECKLENBURG,0,3,0,0
28270,MECKLENBURG,0,1,0,0
28273,MECKLENBURG,0,1,0,0
28277,MECKLENBURG,1,4,0,0
28278,MECKLENBURG,0,1,0,0
28301,CUMBERLAND,2,4,1,0
28303,CUMBERLAND,0,3,0,0
28304,CUMBERLAND,1,1,0,0
28306,CUMBERLAND,0,5,0,0
28310,CUMBERLAND,1,0,0,0
28311,CUMBERLAND,0,1,0,0
28312,CUMBERLAND,0,3,0,0
28314,CUMBERLAND,0,2,0,0
28315,MOORE,0,1,0,0
28320,BLADEN,0,1,0,0
28326,HARNETT,1,0,0,0
28327,MOORE,0,2,1,0
28328,SAMPSON,1,2,1,0
28329,SAMPSON,0,2,0,0
28334,HARNETT,1,3,0,0
28335,HARNETT,0,2,0,0
28337,BLADEN,1,2,1,0
28339,HARNETT,1,0,0,0
28340,ROBESON,0,1,0,0
28342,CUMBERLAND,0,2,0,0
28345,RICHMOND,1,2,0,0
28348,CUMBERLAND,0,2,0,0
28349,DUPLIN,1,2,1,0
28352,SCOTLAND,1,3,1,0
28358,ROBESON,1,4,0,0
28359,ROBESON,0,1,0,0
28360,ROBESON,0,2,1,0
28365,WAYNE,0,1,0,0
28366,SAMPSON,0,1,0,0
28372,ROBESON,0,5,0,0
28374,MOORE,2,6,0,0
28376,HOKE,2,3,1,0
28377,ROBESON,0,2,0,0
28379,RICHMOND,1,1,1,0
28380,RICHMOND,0,1,0,0
28382,SAMPSON,0,1,0,0
28384,ROBESON,0,1,0,0
28387,MOORE,0,4,0,0
28398,DUPLIN,0,1,0,0
28401,NEW HANOVER,2,3,1,0
28403,NEW HANOVER,1,5,0,0
28405,NEW HANOVER,0,2,0,0
28408,NEW HANOVER,0,1,0,0
28411,NEW HANOVER,0,2,0,0
28412,NEW HANOVER,0,6,0,0
28420,BRUNSWICK,0,1,0,0
28422,BRUNSWICK,1,1,1,0
28425,PENDER,1,2,1,0
28429,NEW HANOVER,0,1,0,0
28433,BLADEN,0,1,0,0
28443,PENDER,0,2,0,0
28450,COLUMBUS,0,2,0,0
28451,BRUNSWICK,1,1,0,0
28458,DUPLIN,0,1,0,0
28459,BRUNSWICK,0,1,0,0
28461,BRUNSWICK,1,3,0,0
28462,BRUNSWICK,1,0,0,0
28463,COLUMBUS,0,1,0,0
28466,DUPLIN,0,4,0,0
28470,BRUNSWICK,0,3,0,0
28472,COLUMBUS,1,2,1,0
28479,BRUNSWICK,0,1,0,0
28501,LENOIR,1,2,1,0
28502,LENOIR,0,1,0,0
28504,LENOIR,0,4,0,0
28513,PITT,0,1,0,0
28515,PAMLICO,0,0,1,0
28518,DUPLIN,0,1,0,0
28529,PAMLICO,0,2,0,0
28530,PITT,0,1,0,0
28532,CRAVEN,0,1,0,0
28540,ONSLOW,0,2,1,0
28546,ONSLOW,2,4,0,0
28547,ONSLOW,1,0,0,0
28551,WAYNE,0,1,0,0
28557,CARTERET,1,4,1,0
28560,CRAVEN,1,6,0,0
28562,CRAVEN,0,9,1,0
28564,CRAVEN,0,1,0,0
28570,CARTERET,0,2,0,0
28572,LENOIR,0,1,0,0
28573,JONES,0,1,0,0
28574,ONSLOW,0,1,0,0
28577,CARTERET,0,2,0,0
28580,GREENE,0,2,1,0
28584,ONSLOW,0,1,0,0
28585,JONES,0,0,1,0
28590,PITT,0,1,0,0
28601,CATAWBA,1,5,0,0
28602,CATAWBA,1,3,1,0
28604,AVERY,0,1,0,0
28605,WATAUGA,0,1,0,0
28607,WATAUGA,1,3,2,0
28610,CATAWBA,0,1,0,0
28612,BURKE,0,2,0,0
28613,CATAWBA,0,4,0,0
28619,BURKE,0,1,0,0
28621,SURRY,1,3,0,0
28625,IREDELL,2,8,1,0
28630,CALDWELL,0,3,0,0
28634,IREDELL,0,1,0,0
28637,BURKE,0,1,0,0
28638,CALDWELL,0,2,0,0
28640,ASHE,1,1,1,0
28641,BURKE,0,1,0,0
28645,CALDWELL,1,5,1,0
28646,AVERY,1,0,0,0
28655,BURKE,1,7,1,0
28657,AVERY,1,2,1,0
28658,CATAWBA,0,3,0,0
28659,WILKES,1,3,0,0
28660,IREDELL,0,1,0,0
28675,ALLEGHANY,1,2,1,0
28677,IREDELL,1,2,0,0
28681,ALEXANDER,1,4,1,0
28690,BURKE,1,0,0,0
28694,ASHE,0,2,0,0
28697,WILKES,0,3,1,0
28704,BUNCOMBE,0,3,0,0
28705,MITCHELL,0,0,1,0
28711,BUNCOMBE,0,4,0,0
28712,TRANSYLVANIA,1,4,1,0
28713,SWAIN,1,2,1,0
28714,YANCEY,0,2,1,0
28715,BUNCOMBE,0,4,0,0
28716,HAYWOOD,0,4,0,0
28719,SWAIN,2,0,0,0
28721,HAYWOOD,1,4,0,0
28722,POLK,1,3,1,0
28730,BUNCOMBE,0,2,0,0
